yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CF1AF	Entry
2539331	Q9P7J6
2539332	Q9C0V1
2539333	Q9Y7P6
818693	A0A178VNM3
818693	Q38846
818691	A0A178VRF5
818691	O22207
2539338	O74985
2539339	O60077
818694	O22208
245866	Q62559
43787	E6EK15
43787	E6EK17
43787	E6EK18
43787	Q59DP8
43787	Q59DP9
43787	Q59DQ0
43787	Q9V4C7
43786	Q7KQN6
43786	Q9V4C6
43785	Q8IMB7
43785	Q9V3W9
43783	H9XVN2
43783	Q59DP7
43783	Q6NNV2
43783	Q9V4C4
100101275	A0A1L8FZM8
100101275	Q8AXF4
43780	H9XVM8
43780	H9XVM9
43780	L0MLJ3
43780	Q1RKY9
43780	Q8IGF3
43780	Q8IMB8
43780	Q8IMB9
43780	Q9V4C1
153733	Q8NEF3
64632	O54922
64633	M0RC99
69202	Q9D0J8
43789	H9XVN7
43789	Q7KQN5
43789	Q9V4C9
43788	Q9V4C8
21652	Q9Z1B8
829213	Q9FPS3
813316	Q6ZLZ9
813314	Q8I3B3
353227	Q5S3S9
283989	Q7Z6J9
813311	C0H516
813311	Q9NFG0
283985	A0A087WYB9
283985	Q8N9I5
283987	Q8IV36
818529	A0A178VXB5
818529	F4IVV8
813318	Q8I3B0
99730	P61216
829638	A0A178V2X0
829638	Q9SW48
172647	G5EE78
172647	Q21734
45401	A0A1B2AJQ1
45401	Q9XY35
488213	J9NVZ9
172640	P20268
102693	D3Z0X5
102693	D3Z4N0
102693	E9PWB1
102693	E9PWW4
102693	Q6PDH0
374260	Q8AYC9
172648	Q21735
827051	A0A178UV66
827051	Q38911
165545	Q8TE96
303353	A0A0G2JWX1
303353	D3Z950
2541038	P36587
79089	B4DFQ1
79089	E7ESS3
79089	Q71RG4
947364	P0AD57
190370	O18228
200030	Q86T75
58037	Q7SYD3
38815	A0A1B2AKI4
38815	P49963
38814	Q9VS52
38817	Q9VS55
38816	M9PEL3
38816	Q9VS54
38811	Q94901
38810	E1JIE5
38810	Q9VS49
38813	Q9VS51
38812	H1UUH1
38812	Q9VS50
38819	Q9VS57
38818	Q8IQ80
38818	Q8IQ82
281728	P02668
281729	O97594
295251	B5DFG8
67109	Q8BIF9
10749	O43896
10747	O00187
10746	A0A024RAH0
10746	Q9Y2U5
10745	Q9UMS5
10744	Q9NZH5
10743	Q7Z5J4
10742	A0A024RBZ8
10742	B2RBE9
10742	B3KPD7
10742	Q9Y5P3
10741	O75884
828668	A0A178UZ20
828668	Q94AH9
948489	P0A7K2
948488	P0A8V2
11838	Q9WV31
54206	B3KTV8
54206	I6S2Y9
54206	Q9UJM3
11837	P14869
11837	Q5M8R8
11834	A2AQA7
11834	Q8CFQ3
54205	G4XXL9
54205	P99999
14840	Q8R1W2
14842	B2RQ55
14842	P31315
14843	P31316
175517	P48322
58189	Q9HC57
175514	G5EFS2
257	O95076
175511	Q20112
29816	Q9JKY5
246778	Q8NEV9
828627	A0A178UTC9
828627	Q8VXX5
175519	P52275
1466449	Q3E755
828140	Q5XF03
220296	Q14CZ8
319178	Q64475
137868	Q08AT0
137868	Q96LD1
820714	A0A178VJP5
820714	F4IWA8
820715	A0A178V943
820715	A0A178VB72
820715	F4IXC9
820715	Q8RWI7
820716	Q2V3V8
820716	Q84JK4
820716	Q9LKB7
827561	A0A178V5Z7
827561	O49737
827561	Q8L837
827567	O49508
362699	Q5M7T4
827568	A0A178V414
827568	Q93V43
83616	O70277
820718	Q84JE8
44750	Q7JWW6
100502861	D3YV10
100502861	Q3TYG3
812753	A0A143ZXF2
812753	Q8I659
169792	A0A0S2Z689
169792	Q1PHJ8
169792	Q8NEA6
831757	Q9LZS0
1263584	P18310
20296	P10148
20296	Q5SVU3
157922	Q5T5Y3
398742	Q6GN08
20318	Q61112
828271	A0A178USI2
828271	Q8VY86
29722	P46933
373963	Q90835
828274	Q9C5C8
29728	G3V681
815069	Q56Y52
2541830	Q09674
2541832	Q10135
40929	Q8SXK2
2541834	Q9UT35
2541835	Q10360
2541837	O13903
40922	Q9VHZ9
2541839	Q10361
40920	Q8SYU5
40921	Q9VI00
40925	Q7KSW3
40925	Q9VHZ5
1139	A0A0A6YYA8
1139	P36544
1138	H0YM98
1138	P30532
1138	Q6EWN4
818735	Q9ZVC2
1132	P08173
1131	A0A024R3S2
1131	P20309
1130	Q99698
1137	B4DK78
1137	P43681
1137	Q4VAQ3
1137	Q59FV0
1136	P32297
1134	P02708
1134	Q53SH4
815060	A0A2H1ZE14
815060	F4IGA5
23052	O94919
179817	B2D6P5
179817	E1B6V0
179817	N1NV21
179817	P92004
179817	Q9XVK9
373961	P56517
827384	Q05466
2745525	Q3EC11
827381	F4JMK8
827381	O65202
27248	Q96DZ1
27248	V9HWD3
5007732	B3H6L4
5007732	Q0WL28
288532	Q6AYN8
288533	Q498R0
288533	Q63801
12877	P70166
12877	Q059Z2
8500	B3KVS8
8500	Q13136
8503	B4DXM8
8503	Q68CY7
8503	Q7Z3W2
8503	Q8N381
8503	Q92569
8502	Q99569
8505	Q86W56
8504	P56589
8507	O14682
8507	Q53XS2
8506	P78357
8509	B4DE98
8509	B4DU70
8509	B4E139
8509	P52849
8509	S4R438
8508	B4DQI7
8508	Q9BPW8
268890	Q3TYE5
268890	Q8BLK3
12879	A0A0R4J216
12879	Q8R4T1
78894	Q9D2R0
444393	Q6GNA6
827643	A0A221J431
827643	P0CB16
291796	A0A0G2JVV5
291796	Q5U2N2
25155	Q64725
174398	Q21360
174399	Q21361
50457	Q9VJM1
50456	Q9VJM5
174395	Q22046
174395	Q58AA7
174392	Q18426
174392	Q7JM90
174393	B7WN88
174393	B7WN89
66540	Q3TGF2
126133	Q8IZ83
22632	Q00899
816220	A0A1P8B010
816220	A0A1P8B033
816220	Q8H111
22630	A3KML3
22630	P68254
22631	P63101
816225	Q9SII8
318890	Q86BA5
318893	Q86B58
178944	O44158
55192	Q9NVM6
26523	B2RAD8
26523	B3KME0
26523	Q5TA58
26523	Q9UL18
26520	A0A024R648
26520	A0A1W2PQS5
26520	A0A1W2PRH9
26520	G3V502
26520	Q9Y5J7
26521	G3XAN8
26521	Q9Y5J9
26524	A0A024RDM3
26524	Q9NRM7
26525	A0A024R518
26525	Q9UBH0
26528	A0A0S2Z569
26528	K7EK33
26528	K7EQ55
26528	Q96EP5
192269	Q63396
2541306	Q9HFE5
2541307	O13619
2541305	Q9USP6
2541303	O13620
2541300	Q9P7X1
2541301	Q9P7Y0
2538929	O74419
140939	Q91Z63
216527	F7AVU1
216527	Q8K2Y9
217082	Q8BW74
420574	F1NWF6
420574	Q5ZJU3
214572	Q922X9
816595	Q9SIU5
26298	Q9NZC4
843303	Q9C9L0
843305	A0A178WLV7
843305	Q9C9L2
26291	Q9NSA1
26292	Q99417
26295	A0A0G2K3V4
26295	G3V6F4
26295	P56558
26297	A8K8C1
26297	Q9UGK8
178451	A0A078BPM1
178451	A0A078BPN7
178451	A0A078BQQ1
178451	A0A078BS85
178451	D3DEL7
178451	D3DEL8
178451	Q9U308
84340	A0A024RAJ7
84340	A0A024RAK1
84340	Q969S9
7189	Q9Y4K3
245956	Q9JK00
8617413	P52285
495247	Q5XG02
32268	Q9VYG2
32269	Q9VYG1
32269	X2JBJ9
398313	Q90ZT6
55669	Q8IWA4
51329	Q66PJ3
32260	Q9VYH1
55666	A0A024R8R4
55666	Q8TAT6
32262	Q9VYG8
32263	Q9VYG7
55663	Q8NDK2
55663	Q9NWS9
55663	Q9UFF2
55662	Q9NWT6
55661	Q96GQ7
32267	Q9VYG3
9221802	C0H4A6
2542769	O13730
2542768	Q9Y7I4
79998	C9JZ61
79998	Q8N9V6
56317	Q9WVM3
2542767	Q9P3A8
56478	A0A024R1K0
56478	Q9NRA8
2542761	P87027
79991	Q9H668
2542762	P87133
395774	A0A1D5PH32
395774	O93510
17907	A0A0U1RP93
17907	P97457
17907	Q545G1
25369	P30543
174137	G8JY28
174137	P34709
25365	P63269
100036779	A0AUU1
817175	A0A178VV19
817175	A0A178VWJ2
817175	A0A1P8AY59
817175	A0A1P8AYA6
817175	A0A1P8AYB2
817175	Q9SYU4
29452	Q9JHS1
817173	Q42371
817170	A0A178VY32
817170	P18064
382236	A2AHJ4
29102	Q9NRR4
3771934	Q9VKH9
3771934	X2J5P0
2519	Q9BTY2
55944	O70194
174133	Q10915
65220	A0A024R058
65220	A0A0A0MR98
65220	O95544
65220	Q6PJ22
174130	G8JXY5
174130	Q10917
65226	Q504I6
436971	Q6DH66
215627	A0A0R4J0Q8
215627	I7HLR7
215627	Q8CII0
7363	P06133
64577	Q9H2A2
286343	Q8IV03
76886	Q3UXZ6
53893	Q9JKX6
53890	Q9JLI8
251610	Q8SYR5
59050	Q9CR47
30590	A0A0B4VFS7
30590	B0R0M3
30590	G1K2L5
30590	P79734
117177	Q96QF0
72701	F8WIU3
58801	Q9JM54
117178	B7ZB07
117178	Q9Y2D8
55949	O70251
2709	O95377
3639369	P0CY34
818533	A0A1P8AZ84
818533	Q8LPT1
2705	P08034
2707	O75712
2706	H9U1J4
2706	P29033
2701	P35212
2700	Q9Y6H8
2703	P48165
2703	X5D7G1
2702	P36382
2702	X5D2H9
2543419	Q9C0Z0
2543414	Q9UUH2
2543417	Q9C106
2543410	Q9UT44
2543411	Q9HDY0
2543412	O94236
2543413	O14187
446904	Q6DCM5
545486	A2AQ07
11931	P14094
11931	Q3TV47
11931	Q545P0
821788	Q94C26
855215	Q03218
66409	Q8BVY0
855214	Q03214
2540828	O74967
2540829	Q9HGL3
2540820	O59682
2540821	P56523
2540822	O94495
2540824	Q9HGL2
2540825	O60016
2540826	Q9UUA7
2540827	Q9USX0
855219	Q03231
187451	Q21516
9718	P0DPD6
9718	P0DPD8
37403	Q9W2L2
343472	Q9NY43
9712	Q92738
9712	X6RAB3
9711	Q8N4U6
9711	Q92622
9710	O15063
9717	O43304
9716	A0A024R9L1
9716	O60306
9715	D3DXE4
9715	O94871
9715	Q86XD5
443994	A0A1L8EL99
443994	Q6GQ04
24108	P63072
22994	I3L2J8
22994	Q9UPN4
22993	Q12766
22993	Q562E5
22992	I3VM53
22992	I3VM54
22992	Q9Y2K7
832763	Q4PSE3
37341	A1ZBX7
37344	A1ZBY1
37344	H1UUF6
37345	E1JGN9
37345	P28750
22999	B7Z7W2
22999	B7Z9Z3
22999	Q3ZCW0
22999	Q86UR5
24105	Q9WUB0
844260	A0A1P8AVJ4
844260	F4IDJ4
832761	F4K2T3
832761	Q84JM4
153643	Q96LP2
831679	A0A178UFD7
831679	Q940I2
839511	A0A178VEM4
839511	P49690
839511	Q1H559
67088	Q6ZQ73
67089	P62334
67089	Q14AQ1
432508	H3BJ30
432508	H3BJW3
432508	Q6NVF9
179711	Q23155
832765	Q7X9N2
67087	Q9JJN6
108679	Q8VBV7
856940	P40105
108672	Q8BGJ0
108673	Q9JJ89
71960	Q6URW6
2745723	F4JPD8
2745723	F4JPD9
2745726	A0A1P8B879
2745726	F4JSK0
2745726	Q147K0
2745725	A0A178V0R1
2745725	Q6TLJ2
189992	Q8IAA6
189992	Q9N3S5
107094	Q3UJA1
107094	Q6P5B0
189994	Q9N3T6
189995	Q65XX4
850397	P06367
850396	P25623
850395	P32445
850394	P25621
380407	Q7ZX67
850392	P25378
850391	P25353
100499208	D8WJ57
380408	Q860P5
836245	A0A178UJF1
836245	F4K217
836245	Q9FLK9
850399	P25357
850398	P25356
856492	P32467
851445	Q07528
851446	Q07527
851447	Q12277
856496	P38695
851441	P52891
851442	Q07532
39879	Q9VVA6
827531	A0A178V6H0
827531	Q8L7W0
137492	Q8NEZ2
856499	P38811
851448	Q12513
851449	Q12103
112495	Q969F1
113878	Q86UW9
3007	P16402
3006	P16403
3001	P12544
3000	Q02846
10215	Q13516
3002	J3KQ52
3002	P10144
3002	Q67BC3
3002	Q6XGZ4
840147	A0A178WER4
840147	Q8RX22
3009	P16401
3008	A3R0T8
3008	P10412
840141	A0A178WBY7
840141	Q9LQL0
57257	Q9R0C8
361833	O70511
841301	A0A178W2J9
841301	Q8VYB5
169966	Q8NEK8
836862	A0A178UNG3
836862	Q9FGQ6
361831	D3ZDK2
10672	A0A024R8M0
10672	Q14344
183365	Q03572
115727	Q8TDF6
4340185	E5RQ78
4340185	Q93WI9
841305	A0A178WGF0
841305	Q9C514
100359753	D3ZCM9
9104	Q15493
9104	V9HWF8
825433	A0A178V8P3
825433	Q940L4
31029	Q7KW26
362817	Q6P751
825437	A0A178VCS2
825437	Q9LZK2
825434	A0A178V8F1
825434	Q9LZK5
114898	Q9BXJ5
114897	A0A0C4DFP7
114897	Q9BXJ1
31022	P50887
31021	Q9W5D6
31027	Q24472
57541	A0A090N7S8
57541	A0A090N8F2
57541	B4DXA9
57541	Q8TD17
817182	A0A1P8AZC9
817182	O48709
188488	Q22470
10217	O15194
226421	J9UUF7
226421	Q8VEA8
39876	Q9VVA1
339487	A8K0B5
339487	D3DPQ2
339487	Q8IWT0
3361562	O13684
3361566	O14148
816027	Q9SJP6
225358	Q8K2H3
594865	A0A1L8GKW6
594865	P33152
121642	Q6NS38
67332	P62320
67333	E9PXA2
67333	Q80ZW0
143471	A0A087WYS6
143471	Q4G1B8
143471	Q8TAA3
838650	Q9LDM4
188731	Q22676
22829	A0A024R9E7
22829	B4DHI3
22829	Q8NFZ3
337795	F1RE13
188736	G5ED30
812200	Q8IKI7
825385	A0A178V838
825385	A0A1I9LNS4
825385	Q9M1R2
2538806	O74482
2538801	O74500
838652	A0A178WIQ0
838652	Q0WUH6
838652	Q96528
825382	A0A178VFI3
825382	A0A1I9LRF0
825382	F4IX36
825382	Q8L5W7
825383	A0A178VME1
825383	A0A1I9LTG7
825383	C0SVF9
825383	Q9M1R4
23228	Q9UPR0
23229	B1AMR3
23229	O43307
23223	B3KMR5
23223	Q5JTH9
23220	Q9Y2E6
23221	Q9BYZ6
79649	Q8IWC1
727830	Q5VYP0
23224	Q6MZP0
23224	Q8WXH0
23225	Q8TEM1
177447	O45078
308709	A0A096MK54
308709	G3V9G5
177442	Q95X44
177440	O45087
30954	O54926
855377	P53819
24182	B1WBL8
24182	P35351
30957	E9Q6B6
30957	E9Q6E0
30957	Q3UHB5
30957	Q3UYC3
30957	Q6P1F1
30957	Q9ESN9
855372	Q04902
855373	P42222
30953	A0A097PIJ2
30953	P0DPB4
84356	Q9QY44
117062	Q8K585
826716	Q39258
825204	A0A178V5D7
825204	A0A1I9LS30
825204	Q9LY32
55333	A0A024R670
55333	P57105
286077	Q6ZRV2
286077	Q71RB4
3916	A0A024RDY3
3916	P11279
286075	Q96C28
3914	A0A0S2Z3R6
3914	Q13751
3913	A0A024R319
3913	P55268
3912	G3XAI2
3912	P07942
3912	Q8TAS6
3911	O15230
3910	A0A0A0MQS9
3910	A0A0A0MTC7
3910	Q16363
3910	Q5D044
838870	A0A178WFN1
838870	A0A1P8ATW9
838870	A0A1P8ATY3
838870	Q9S9K9
84352	P02466
3918	Q13753
6730	Q9UHB9
34704	Q9VK39
6732	Q96SB4
3361384	Q9UTN3
6734	P08240
34700	Q9VK43
6736	A7WPU8
6736	Q05066
6737	P19474
6738	A0A024R983
6738	G5E9R9
6738	P10155
72535	Q9CZS1
34709	B7YZV6
34709	M9PFS7
34709	Q9VK33
34708	Q9VK34
2539877	O60121
55254	Q9NV64
831074	A0A178U9A7
831074	Q9LYH2
2539875	P78898
50157	Q9VN78
35252	M9PG89
35252	Q9VIT5
35253	A4V0W1
35253	Q01083
35254	Q9VIT3
25819	Q9UK39
35256	M9PBE2
35256	Q8INV9
35256	Q8INW0
35256	Q9VIT1
35257	Q9VIT0
35258	Q9VIS9
10880	A0A140VKC6
10880	Q9Y614
92703	Q8IXX5
827777	F4JUU4
827777	Q8L603
2539872	O60110
55506	A0A024QZP6
55506	Q9P0M6
181274	G5EFG8
181274	G5EFI8
32701	Q9VX77
32701	X2JFJ0
32700	Q24186
32700	X2JKU5
181271	B5U8M2
181271	B5U8M3
181271	G5ED62
181271	Q22190
181271	Q2L6U8
181271	Q7JM42
181271	Q7JM43
181271	Q7JM44
181271	Q7JM45
181271	Q7JM46
181271	Q7JM47
181271	Q7JM48
181271	Q8MPY1
55503	Q9H1D0
32705	Q9VX73
55501	A0A024R860
55501	Q9NRB3
181279	Q20502
181278	G1K0X0
181278	Q1ZXU6
181278	Q22656
55508	A0A024RB82
55508	Q7Z769
55509	Q9NR55
22174	P55144
22177	O54885
22177	Q3U419
100337511	Q7ZYL5
22173	P11344
22173	Q91XK0
189467	Q9N574
231003	B2RTE7
231003	Q6TDP3
347273	Q5BKX8
26112	A6NI79
26112	Q7L2X4
827732	P0C2G4
43819	Q8ST83
822018	Q9SQH9
43816	Q9V4F9
43814	D1YSG0
43814	L0MN91
43814	L0MPZ1
43814	Q7KQP6
43814	X2JD89
43812	O18381
43812	Q53XF9
43812	Q59DQ1
43812	Q59DQ2
43811	Q9V4F4
3284	A0A024R0F9
3284	P26439
2539032	Q9USJ5
2539030	Q9UU85
2539036	O75002
2539035	P0CT53
2539034	Q9UU89
852809	P22149
26118	A0A024QZ36
26118	A0A024QZ51
26118	Q8NC76
26118	Q9Y6I7
320706	A2ACV6
320707	A2ALL9
320707	Q0VF55
320707	Q8C048
852801	P53158
852800	P53157
852803	P19807
852802	P20447
852805	P53159
852804	P05737
852806	P10961
856138	Q12079
328572	B2RWS6
328572	Q8BJ14
856131	Q12233
856130	P30665
856133	Q12139
856132	Q12482
856135	P32795
856134	Q12432
856137	P48016
856136	P37366
854403	Q12106
854402	Q12276
854401	Q12056
5013	P32242
854407	P38523
854406	P32490
854405	Q12363
854404	Q12206
5018	J3KNA0
5018	Q15070
5018	Q2M1J6
5019	A0A024R040
5019	P55809
854409	P41056
854408	Q01919
837888	Q93ZC5
254528	Q8N635
2542404	P87141
2542405	Q10328
2542406	O13774
2542407	Q9P375
2542400	O13788
2542403	O13821
2539784	P11620
2539787	Q1MTR5
2539786	Q09752
2539781	P40376
2542409	Q10322
2539783	O43120
2539782	P40370
79433	Q9JLT0
339976	Q8N9V2
836281	Q9FKG1
36288	P32234
36289	P25167
836285	A0A178UF08
836285	Q1PDG7
836287	Q9FKF6
36282	Q7JY99
36283	A0A0B4LF75
36283	Q6AWJ9
36280	P48592
36281	A1Z8R8
36286	A1Z8S6
36284	Q7JXW8
36285	A0A0B4LF50
36285	A0A0B4LG64
36285	A1Z8S4
36285	Q8T085
14936	Q9Z1E4
1466518	Q3E823
1466519	Q8TGR9
1466514	Q3E767
1466515	Q3E7Z2
1466516	Q8TGJ3
1466517	Q8TGJ2
1466510	Q3E7Z1
1466511	P0C074
1466512	Q3E808
1466513	P0C271
172251	Q10902
172250	O01683
172253	O01686
172253	Q8I7N6
63977	E7ER26
63977	P57071
270190	Q8CA63
270190	Q8CBF3
270192	P61294
270192	Q0PD53
172259	O44782
172258	O44781
826599	Q8GSF0
36130	Q7KPG8
36131	Q7JR34
2538780	O74480
36133	Q7KMH9
36134	Q7JW07
36135	Q9V5P6
36136	A1Z8C0
36138	Q7K2B1
36139	Q7JUF2
2538788	P78810
2538789	O74982
24701	G3V8V3
818682	Q8RXD9
820268	A0A178VH81
820268	F4J509
820268	F4J510
820268	F4J511
317218	Q4KLJ2
24703	P11345
379300	Q7ZX74
820261	Q9SG96
41503	P20432
41502	Q9VGA0
84505	D3YYC3
84505	G5E8N3
147906	A0A0C4DFP1
147906	Q96B18
32686	Q0KHR5
32686	Q9VX92
84502	Q96JJ6
810612	Q8IIV3
816744	F4IIL5
816744	Q9SHZ6
70790	A0A2I3BQS6
70790	E9Q2H1
70790	Q3TSI5
70790	Q80TP3
823950	A0A178VFQ4
823950	Q9SU58
14939	P04187
14939	Q3TZH4
836425	A0A178USK8
836425	F4K973
836425	Q6NM17
39619	Q9V3S6
133584	Q63HQ2
39615	Q9VUI0
39616	Q0E8E6
39616	Q7KUK9
39617	M9PF94
39617	M9PFN2
39617	Q9VUI3
39610	Q9VUH6
39611	E1JI03
39611	Q9VUH7
39612	Q9VUH8
39613	Q9VUH9
816745	Q9SHZ5
285753	E5RFY4
285753	G3V140
285753	Q8IYX8
810614	Q8IIV1
2542844	Q10272
284086	Q86SG6
172870	G5EE23
172870	G5EG76
172873	O62011
172873	Q9U3S5
3770487	B3H467
3770487	Q56WE5
76795	Q5SVR0
320528	A1ILG8
320528	Q8BX70
172878	Q9U304
826595	A0A178UZN3
826595	Q9T0G2
817890	O22779
818070	O64768
233046	Q8BTM9
831817	A0A178UJN5
831817	Q9LZD4
831810	A0A178UJG3
831810	O49841
831813	Q9LZW2
820841	Q9LW88
7168	A0A024R5W6
7168	A0A0K0K1I0
7168	B7Z596
7168	B7Z722
7168	D9YZV4
7168	D9YZV5
7168	D9YZV7
7168	F5H7S3
7168	H0YK48
7168	H7BYY1
7168	O15513
7168	P09493
7168	Q6ZN40
7169	A7XZE4
7169	P07951
7169	Q5TCU3
7169	V9HW25
174159	Q22099
174159	Q2XN16
174159	Q95ZQ3
827075	A0A178UYD1
827075	Q8VWI7
174154	Q23403
7163	P55327
7161	A0A024R4C3
7161	A0A0C4DFW9
7161	O15350
174150	Q86MN9
174150	Q86MP0
174150	Q95PX7
174150	Q95PX8
174150	Q95PX9
7167	P60174
7167	Q53HE2
7167	V9HWK1
174152	Q23401
174153	Q23402
33560	Q9VQQ6
33560	X2J8I7
37662	E4NKN3
37662	Q9W1V3
33562	Q961G1
33563	Q9VQQ9
182190	Q17622
37664	Q9W1V1
33569	Q9XZ56
55510	Q9NXZ2
37668	Q9W1U7
8079	A8K1F4
8079	Q15773
8079	Q5U0N1
8078	A0A140VJZ1
8078	P45974
3420	A0A087WZN1
3420	A0A087X2E5
3420	O43837
8073	Q12974
8074	Q9GZV9
2542849	Q9UTL2
40676	A0A0B4KF97
40676	Q9VNE0
40677	Q9VNE1
811641	Q8IM32
40672	Q8IGV3
40673	Q9VND7
40671	Q9VND4
833559	Q43727
40678	O46106
40679	A0A0B4LGS4
40679	P54611
827077	A0A178UTI5
827077	A0A1P8B3I4
827077	P58728
827077	Q541W1
86614	Q96LI6
226548	Q6GTF1
226548	Q8BVF7
55512	A8K0T6
55512	Q9NY59
47905	A0A0B4KEG2
47905	P91660
2006	B3KRT8
2006	B4E3S4
2006	E7EN65
2006	E7ENM0
2006	F8WAH6
2006	G3V0G6
2006	G5E950
2006	P15502
2006	Q59H17
2006	Q6ZUN2
2006	Q8NBI4
212632	B1AZL1
212632	Q8R2V2
47906	A1ZAK3
47906	A1ZAK4
47906	Q8IFW6
47906	Q8T0D3
47900	P49846
167555	Q6UXP7
2539815	Q9Y823
2539814	Q9Y811
2539817	P41004
2539816	Q09745
2539810	O94340
2539813	O60092
2539812	O74191
4858	Q9UNW9
9909	O75064
2539818	Q10193
4857	B7Z770
4857	P51513
2655421	C0H4V5
8492	P56730
8492	Q96I80
4856	A0A024R9J4
4856	P48745
811277	Q8I5I3
843147	A0A178WFF0
843147	A0A1P8ASU7
843147	Q8LCF9
843144	Q8GZ67
154807	A8K0F7
154807	Q8N0U8
843142	A0A178W4N8
843142	F4HVL8
843142	Q9C9X8
4855	A0A1U9X983
4855	Q99466
64073	Q9GZP8
811270	Q8I5I8
2768877	Q9VXZ2
855937	Q12092
322397	Q7T1S3
4853	Q04721
4853	Q6IQ50
4853	Q9UFD5
4852	A4D158
4852	P01303
38226	Q7KVA7
856746	P32481
72946	B1AX98
72946	Q505F5
98193	Q8N7N5
38223	D0IQG7
38223	Q9W092
38221	Q9W095
3640547	A0A1D8PIX3
842811	A0A178W155
842811	Q5XEV4
4850	A0A024R776
4850	A0A024R781
4850	A0A024R785
4850	O95628
842817	F4I9U2
842817	F4I9U3
842817	Q84WS6
72948	Q3URG1
72948	Q7TQD2
38228	Q9W088
38228	T2GGB6
38229	Q9W087
4325700	Q5ZC67
192166	Q3TWI2
192166	Q99LB7
830707	A0A178UL06
830707	Q9LEZ4
383295	P62700
192160	Q8K3W3
43373	Q9VAW3
174848	A0A1N7SYR6
174848	A0A1N7SYT2
174848	Q9XXH8
820159	A0A178VEZ0
820159	Q8RXZ8
856740	P52871
43374	Q9VAW1
43374	Q9VAW2
43375	Q9VAW0
282015	P62194
843491	Q9C9I7
43378	Q9VAV6
856741	P10823
174847	Q9XXI4
843497	Q38841
19014	B1AQH6
19014	Q925J9
19015	P35396
19015	Q546I3
19016	M1VPI1
19016	P37238
19016	Q6GU14
5822	Q15269
5825	P28288
5824	A0A0S2Z497
5824	P40855
5827	Q9NR77
19013	P23204
19013	Q542P9
5829	A0A140VJQ8
5829	F5GZ78
5829	P49023
5828	P28328
11261	A0A024R9M9
11261	H0YKE7
11261	Q99653
11260	O43592
11267	Q96H20
11266	Q9UNI6
11264	Q9Y6I8
65020	A0A0R4J249
65020	Q923B3
158038	Q7L985
835244	A0A178UE66
835244	A0A1P8BDN4
835244	Q9SE33
65028	P63036
835240	A0A1P8BER9
835240	A0A1P8BES4
835240	A0A1P8BEU6
835240	Q9FGR0
138716	Q8N5L8
93686	Q8BP71
64779	B4DN17
64779	F5H0M7
64779	Q2M296
64778	Q53EP0
839549	A0A178WDB1
839549	P93825
839548	A0A178W5E3
839548	O22691
839547	A0A178WB80
839547	O22690
832734	F4K1B1
64777	B3KSG5
64777	F5H6G4
64777	Q96G75
64776	E9PS93
64776	Q9H5F2
64771	A0A024RCW2
64771	Q9H6K1
64770	Q49A88
64773	Q9H1Q7
839540	P93823
100779203	C6TGI0
828457	Q9SUR9
828456	Q9SUS0
93688	Q9JI74
830399	A0A178UN95
830399	Q941L0
830399	W8Q6G0
64580	Q9EQW8
830395	Q9FF61
25468	P63142
830088	A0A178V326
830088	P42734
11061	O75829
8673993	E1JIQ5
8673992	B5RJS0
8673992	D5SHR1
8673992	H1UUM2
8673992	M9MQH0
8673992	X2JAX8
812513	Q8I1Q6
266806	A0A0G2JYT1
266806	Q811U3
43596	C0HKQ7
43596	C0HKQ8
43594	Q8IMI7
43594	Q9VA91
43595	A0A0B4LHV6
43595	P21663
43592	Q9VA93
43590	Q9VA95
43591	Q9VA94
824170	A0A178VA62
824170	A3KPF1
824170	Q9SN10
824173	A0A178VJS2
824173	Q8H106
824174	A0A178V9A7
824174	Q9SN06
69077	Q3UWW9
69077	Q5BKQ9
69077	Q8BG32
825260	A0A178V948
825260	B3H6W5
825260	Q9LZX5
138715	A6NKF2
191741	Q18268
191743	Q17446
31370	Q9W4L9
6911	O95947
826998	A0A178UXZ1
826998	Q8LAJ7
42428	A0A0B4KGE1
42428	A0A0B4KGI7
42428	A0A0B4KH10
42428	A0A0B4KHS6
42428	A0A0B4KHS7
42428	Q24151
842361	A0A1P8ATJ3
842361	A0A1P8ATL4
842361	A8MRN6
842361	O22705
842361	Q94AP2
42424	A0A0B4LHD1
42424	P11956
42426	Q7K2N3
42421	Q9VDM7
42423	Q9VDM3
17311	P20826
12798	Q08093
12798	Q543F3
12799	P16330
12799	Q3TYL9
12799	Q3TYV5
17319	P34884
17319	Q545F0
17318	B1AV01
17318	O70583
17318	Q3TVH5
17318	Q6PD02
512971	Q2T9T3
293016	A0A0G2KB52
293016	F1MA82
830709	A0A178UKV5
830709	A0A1P8BBM7
830709	Q8GYG0
9156	A8K5H6
9156	Q9UQ84
9150	A0A0A0MR03
9150	Q9Y5B0
9152	Q4VAM4
9152	Q4VAM6
9152	Q9Y345
9159	Q16549
9158	O43427
16952	P10107
16952	Q4FJV4
391723	A6NFD8
7905	Q00765
852988	P53257
176149	P34335
176148	P34328
4621	P11055
4621	Q5GJ67
176145	P34333
176144	P34330
176147	P34329
176146	P34334
176141	P34511
176140	P34512
176143	P34331
500569	B3STT9
20821	Q3U7K7
20821	Q3UCL2
124995	Q7Z7H8
831049	A0A178UBF2
831049	Q42577
306862	G3V9A8
