yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CF65D	Entry
36524	Q500X4
5733	O00325
5733	P43115
823305	Q949S3
825888	A0A178V220
825888	Q9M0V5
34961	Q9V3R8
828875	A0A178V675
828875	Q8W498
34963	Q9VJL6
34962	M9PD13
34962	Q9VJL7
34964	Q9VJL5
828874	A0A1P8B832
828874	A0A1P8B833
828874	A0A1P8B836
828874	F4JJP9
828874	Q0WQG8
34969	M9PD95
34969	Q03017
34968	Q24044
820759	A0A178VDD3
820759	Q9LDN8
830592	A0A178UG65
830592	Q8L5A7
184952	Q19804
812237	Q8IKF0
828871	A0A178UTR0
828871	Q940Y6
37909	Q24536
3643814	G1UBC2
379203	Q7ZY46
11311	A0A087WU65
11311	B7Z360
11311	B7Z5D4
11311	Q9NRW7
71653	Q8K2Q9
202374	B7Z9H7
202374	Q8WU08
66583	Q9DAA6
280756	Q9XSK0
184951	Q19803
54708	Q9NX47
66048	Q9CQW0
504193	F8VQB8
504193	H3BLN6
504193	Q6TLW0
504193	Q6TLW1
813313	Q8I3B4
825348	A0A1I9LNQ1
825348	Q9M363
855053	P33748
855052	P23748
855051	P46972
855050	Q05131
855057	Q04212
855056	Q04210
855055	P54000
855054	P40202
855059	P07249
326132	Q8IMT6
171374	P10719
171373	Q63633
55049	Q96EN9
853848	P35210
853849	P29703
853846	P09798
853847	P20484
853844	P15700
853845	P36103
853842	P36014
853843	P36102
853840	P36100
853841	P36101
841256	A0A1P8AVS5
841256	A0A1P8AVS9
841256	A0A1P8AVV1
841256	Q5XVJ4
851998	P52488
51547	Q9NRC8
851996	P39743
851997	P17121
851994	Q04149
851995	Q04162
851992	Q12359
854301,851993	P32324
851990	P02400
851991	Q12493
6495	Q15475
6494	Q96FS4
6497	P12755
6496	O95343
173205	E2JL06
173205	P91917
173204	P91918
6493	Q14190
6492	P81133
32844	Q9VWS8
20422	P60897
20422	Q3TV35
6499	A0A1U9X8J1
6499	Q15477
6498	P12757
731	P07357
39326	Q9VTN2
39320	N0BIP9
39320	P0DKM0
32846	M9PHX4
32846	M9PI02
32846	O77284
32846	Q8IQX7
150383	Q6NVV7
55040	Q9H201
39329	Q7K3H0
39329	Q95RR5
2542218	Q9HDZ5
180985	H2KZG5
180985	Q95PV3
180985	Q95PV5
180985	Q95PV6
180986	Q10454
180987	H2L048
180987	H2L049
180987	Q8MQ42
180980	Q18823
20724	P70124
180982	Q18825
5740252	A0A0B4LEZ3
5740252	A8DY80
5740252	A8DY81
5740252	A8DY82
5740252	E2QCN4
57127	Q9H310
35118	Q9VJ68
246522	B7YZN9
246522	Q7KVK5
246522	Q8MME7
84969	Q96NM4
147040	A0A158RFT7
147040	Q693B1
818219	Q9SJR0
814523	O97320
45908	Q7JWX3
20729	Q3TLF7
20729	Q61142
339512	Q86UF4
246525	Q95SM8
3598	Q14627
474156	Q8CDC7
814524	O97286
856500	P38812
856501	P38813
856502	P38692
856503	P38814
856504	P38715
856505	P38815
856506	P38816
856507	P32468
856508	P38817
856509	P38818
67976	Q99JY4
3196	O43763
3195	P31314
815700	Q9ZUP8
9619	P45844
3192	Q00839
3192	Q96BA7
3191	P14866
3191	Q6NTA2
3190	B4DUQ1
3190	P61978
830444	A0A178UPZ2
830444	Q9FFF5
690073	F1M0U5
375686	A0A140VJV4
375686	Q76KD6
547574	E9KNA3
547574	K7LWG5
3199	O43364
3198	P49639
2539396	Q9URT2
643314	A0A286YES6
643314	O94854
2539394	O94420
2539392	Q09180
823932	Q9STT5
105083	Q80X73
818634	A0A178VMC2
818634	A0A2H1ZE34
818634	F4IH31
813624	Q8I2G4
818631	A0A178VRS5
818631	Q9SIY7
2539398	O59830
2539399	O59836
852089	P40993
852088	P06782
4025	P22079
4023	A0A1B1RVA9
4023	P06858
172558	C1P648
172558	Q20833
37725	D8FT26
37725	Q9W1N6
852081	Q03327
852080	Q03323
172554	O45717
852082	P0C2H7
172552	G5EF68
852084	Q03338
852087	Q03362
852086	Q03361
361628	Q1RP76
2542320	Q09687
854869	Q04199
854868	P52593
838204	A0A178WG28
838204	Q9SA34
838203	A0A178W4E1
838203	F4I2W6
838203	Q6NQL4
838202	A0A178W969
838202	Q9SA32
854860	P40586
854863	Q03759
854865	P13298
854864	Q03760
854867	Q01846
19400	P12672
852332	P38228
852331	P38227
852330	P38226
852337	P0CX47
852337	P0CX48
852336	P38231
852335	P38230
852334	P38229
177007	A8WIS5
177007	H2KYX9
177007	H2KYY0
177007	U4PRA9
832328	Q56WH4
852338	P21538
177003	Q9N4C2
177003	U4PCC4
177003	U4PMR4
177003	U4PS25
281831	P19120
128637	Q96BZ9
128637	Q9Y2V8
828362	O49647
146225	Q8TAZ6
130888	Q8NEA4
64925	Q8IV32
825779	Q9XEC6
825078	A0A178VC02
825078	A0A1I9LLB0
825078	B9DFZ1
825078	B9DGA1
825078	Q945Q2
812396	Q6ZMA7
842782	A0A178WLQ0
842782	P11139
825072	A0A178VKA2
825072	A0A1I9LM17
825072	Q9LYT3
820515	A0A178VLS7
820515	A0A1I9LTC4
820515	Q8W4A6
820515	Q9LHL2
825077	A0A178V8Y2
825077	F4J750
825077	Q9LYS8
825074	Q9LYT1
825075	B9DH29
825075	Q84LH8
80179	A0A024R0S9
80179	B4E218
80179	B7Z1T7
80179	Q96H55
161436	Q05BV3
181767	Q7JP65
181767	Q7JP66
181767	Q7JP67
181767	Q8MQ80
842787	A0A1P8AT97
842787	F4I893
292	P05141
292	Q6NVC0
293	P12236
293	Q6I9V5
290	A0A024RC61
290	P15144
290	Q59E93
291	A0A0S2Z3H3
291	P12235
821796	A0A178VDZ2
821796	A0A178VG73
821796	F4J076
821796	Q0V869
5008005	A0A178VIM6
5008005	A0A1I9LR22
5008005	Q9LUN0
43981	A4V4V2
43981	Q8MRC7
43981	Q9TW12
43981	Q9TW27
43981	Q9U4F5
43981	Q9W5S7
819944	A0A178VG45
819944	A0A1I9LMC6
819944	Q9SRR1
819946	A0A178VJQ1
819946	A0A178VJX4
819946	F4JEH7
819946	F4JEH8
819946	F4JEI0
819946	Q84WV3
820117	A0A1I9LS11
820117	A0A1I9LS14
820117	A0A1I9LS15
820117	Q8RWU3
43984	M9NE47
43984	Q9W5W4
819943	Q9SRR2
828869	A0A178V1I8
828869	F4JJN9
828869	F4JJP0
42056	Q9VEP1
42057	Q9VEP0
42050	H9ZYQ1
42050	Q95TJ6
42051	Q9VEP6
80209	Q86XN7
42053	Q9VEP4
80207	B4DK77
80207	Q9H6K4
80206	Q2V2M9
80205	Q3L8U1
80204	Q86XK2
100506658	A8K3T2
100506658	Q16625
42059	Q5U110
80201	B3KT70
80201	Q2TB90
855736	P32907
855737	P32910
140459	F6TX30
140459	Q9NWX5
855732	P00890
855730	P40693
855731	P33309
219899	Q5QJ74
855738	P40342
855739	P40343
824679	Q9M3D6
2542323	O14297
124599	A8K4G0
6192	P22090
824673	A8MQR3
824673	Q9M2V9
824671	A0A178VJ66
824671	Q94CL8
644353	P0CG32
824675	Q9M2V7
254956	A0A0A0MTF6
254956	Q5VZ52
853060	P39927
853061	P05374
853062	P48240
853064	P27476
853065	P53289
853066	P0CX61
853066	P0CX62
42327	A0A0B4KGB9
42327	A0A0B4KGH0
42327	A0A0B4KHE2
42327	A0A0B4KHR4
42327	Q0KI50
42327	Q7YU29
42327	Q9VDW3
42327	Q9VDW6
853068	Q12316
853069	P0CX65
853069	P0CX66
853069	P0CX67
853069	P0CX68
853069	P0CX69
828167	A0A178UZQ9
828167	P59224
828166	Q9M132
828165	A0A1P8B4N2
828165	A0A1P8B4N3
828165	Q9ZSM8
173783	Q23194
163033	Q8NAF0
6198	P23443
173788	P22980
6199	Q9UBS0
820112	A0A178VFW4
820112	A0A1I9LLR6
820112	F4J181
397317	F1SL45
6372	P80162
6373	O14625
6374	P42830
6374	Q6I9S7
6375	P47992
6376	A0N0N7
6376	P78423
12995	Q60737
10140	P50616
10143	J3KNC9
10143	O75596
10142	Q5GIA7
10142	Q6PJH3
10142	Q99996
10144	O94988
10147	A8K5G0
10147	M0R2Z9
10147	Q8IX01
10146	Q13283
10146	Q5U0Q1
10146	Q6ZP53
10148	Q14213
70247	Q3TXS7
15208	P70120
15208	Q499J8
836318	Q9FH46
836317	A0A1P8BBU0
836317	Q8W4I9
40982	Q9VHT3
40983	Q9VHT2
40984	A0A0B4K6X8
40984	Q9VHT1
40986	Q8MSM9
40987	Q9VHS8
39265	Q9VTH0
285203	Q5NDL2
2538779	Q9Y7S6
835951	Q9C562
176666	Q9U280
176667	Q94131
176660	H2L2K8
176660	Q9U281
176661	Q9XTT9
835956	A0A178UIU4
835956	Q9FGH9
830503	A0A178UIC7
830503	Q9FG01
2873681	A0A1U8QWX7
2873681	Q5B5C2
824988	A0A178VM67
824988	Q9M2J7
184848	Q19739
841870	A0A178WPI1
841870	Q94JV4
819688	Q9MA95
2539516	O74559
67393	Q91WA4
277250	B9EKS2
819689	A0A1I9LQP6
819689	Q8GYA2
123811	I3L269
123811	I3L2N4
123811	I3L4V2
123811	I3NI25
123811	Q96NB1
827328	Q8SAB7
841873	A0A178WKH1
841873	Q9SLK2
51091	A1A4F3
51091	Q9HD40
827321	A0A178URI7
827321	A0A1P8B3U3
827321	Q8L5V0
2655036	C0H4K3
827323	F4JLR7
827323	O04425
80975	B7Z247
80975	F5GX83
80975	F5GYA3
80975	F5H0U3
80975	F5H2M3
80975	Q0P513
80975	Q0P514
80975	Q9H3S3
2655031	Q8IBH2
80977	Q925B5
841875	A0A1P8ASL1
841875	Q9SLK0
818393	A0A178VYJ6
818393	F4IS00
1621	P09172
1620	O60477
1627	Q16643
5187	O15534
170840	G3V6H7
170840	Q923U9
820426	Q9LHG1
1629	P11182
5189	A0A0C4DG33
5189	B4DER6
5189	O43933
170848	O88943
22185	P26369
22185	Q80XR5
179522	P54412
841878	Q8S396
179520	Q19519
57095	B4DKP7
57095	Q9GZP4
179526	A9UJN4
179526	H9G2X3
179526	Q17948
179526	Q9U3Q1
84272	Q9BSR8
84273	Q8NC60
84270	A0A024R248
84270	Q96LW7
84271	B4E0L0
84271	F6VRR5
84271	Q659C6
84271	Q9BY77
2539477	Q9USG8
84277	B3KSU4
84277	Q96LL9
84274	Q5HYK3
2539474	Q9USI5
178692	Q9GZE9
29969	A0A087X231
29969	Q9P1T7
2541675	Q9UUI2
2541672	O14098
40369	Q7K204
178695	A0A0M7RF95
178695	O44706
2541671	O42653
40367	Q9VP40
40360	Q9VP47
40361	M9PIF1
40361	Q9VP46
2541678	Q9P769
40363	Q9VP44
14247	P26323
14247	Q544B3
14247	Q8BZ56
14245	A0A1Y7VLN4
14245	E9QKQ5
14245	Q8CD95
14245	Q91ZP3
14241	Q64731
14248	Q9JJ28
5458	Q12837
1198	B3KRI8
1198	P49761
124935	Q8N370
1191	P10909
5451	A0A024R8Y2
5451	P14859
5452	B5ME60
5452	H0YLL6
5452	P09086
1192	O00299
1192	Q53FB0
1192	Q5SRT3
1195	P49759
735055	Q5FWN4
1196	A8K7I0
1196	B1AVT0
1196	B7Z8N6
1196	P49760
19893535	C6KI54
19893535	P00408
853718	Q03957
175315	Q965Q1
100009050	P15253
853719	P69852
2538968	Q9USM2
56344	Q9NP86
395835	F1NB66
395835	P47826
399396	Q6GMD5
399391	Q90X96
395832	P49024
395833	P51903
395839	O93512
174275	Q09615
178555	A0A0K3ASG1
178555	A0A0K3AUV1
40287	P10734
40287	X2JGX8
51092	Q8NBJ9
83725	Q9JLT5
83721	Q9WVB9
83720	A0A0G2K5L1
83720	Q9WU10
83722	Q9R012
83729	P58166
838383	A0A178W966
838383	Q9LMT1
26659	A0A126GW60
26659	Q15622
16579	P70188
16579	Q3UZA5
16579	Q9CRX5
16576	E9QMU1
16576	J3QNW9
23871	E9PWI8
23871	P27577
23871	Q540Q5
23871	Q8BVW8
23871	Q8K3Q9
221895	Q86VZ6
114601	E9QP49
114601	G5E8Y6
114601	Q99MS7
79673	A0A024R4Q4
79673	Q86UD4
80723	Q8TBE7
318833	Q86BH3
80724	Q6JQN1
127247	Q8WXJ9
5100	A0A024QZ94
5100	O95206
306400	P81128
16573	Q61768
16573	Q9CUT6
7694	B4DLZ7
7694	P52742
7694	Q8N9M3
7695	B4DS70
7695	P52737
7697	A0A0A0MRG3
7697	A0A0A0MT90
7697	A2RRP7
7697	C9JHF6
7697	P52744
7690	A0A024R087
7690	P52739
838388	A0A178WHX3
838388	O24456
7692	P52736
382062	A0A0B4J1G2
382062	Q75VT8
382062	Z4YNA9
819113	A0A178VZU1
819113	Q94AZ5
16571	P33174
7699	B4DKI0
7699	P52738
819114	A0A178VTT1
819114	B9DGF7
819114	P38389
819115	A0A178VTM7
819115	Q9SHD3
379413	Q7SZB4
643008	Q71RC9
828988	A0A178UUD8
828988	Q9SVT8
946234	P21179
828981	A0A178V1H0
828981	Q9FUT3
828983	A0A178V5Y0
828983	Q9M0G7
828982	A0A178UVX3
828982	A8MR39
828982	F4JLC8
828982	Q38829
6228	A8K517
6228	P62266
295607	D3ZJ92
664799	A2APF3
319468	Q3UYC0
5106	A0A0A0MS74
5106	Q16822
18763	O08852
18763	Q5DU58
379	P49703
378	P18085
7520	P13010
7525	P07947
283229	Q8N4Y2
7528	P25490
7529	P31946
7529	V9HWD6
375	A0A024R3Q3
375	P84077
374	P15514
377	A0A024R0Y6
377	P61204
19366	P70270
2540851	O74391
19364	B1ARD4
19364	B5LBC4
19364	O55230
19364	Q3UGT8
19364	Q9EP85
842450	A0A1P8AUH2
842450	A0A1P8AUI9
842450	A0A1P8AUK5
842450	F4HVC3
842450	F4HVC5
842450	Q94KB7
842457	A0A178W8X6
842457	A0A1P8ARD8
842457	Q9SY89
19363	O35719
842455	A0A178W2B2
842455	Q9SY91
19361	Q08297
842458	A0A178WN49
842458	Q9SY88
15414	P09023
2540852	O94359
15415	P09024
835132	Q9LUF8
15416	A2A9Z8
15416	P09632
395853	O73885
100049152	A4QNS7
10970	A0A024RBH2
10970	Q07065
10971	P27348
10972	A0A024R6I3
10972	P49755
10973	B4DR60
10973	Q8N3C0
10974	Q15847
10974	Q5TBU5
10975	O14957
10978	Q92989
10979	A0A024R687
10979	Q96AC1
389677	Q8IXT5
23874	Q9CZU5
23874	Q9WUA2
6920	B4DUM4
6920	O75764
2540675	P40374
304315	A0A0G2K0W3
304315	D4A383
64848	Q9H6S0
15412	P10284
161452	G3V7C1
161452	Q9QXN1
64843	Q96A47
64841	A0A024R649
64841	Q96EK6
15413	P09079
64847	Q8TB22
2540677	Q9USW1
64845	Q03555
64844	B7Z5K0
64844	B7ZAR7
64844	F5H6W4
64844	Q9H992
810421	A0A143ZZG2
810421	Q8IJD4
7711	Q12901
810423	Q8IJD2
810425	Q8IJD0
302415	D4A433
810429	Q8IJC6
16485	P16388
16480	Q02257
2540673	O14336
423211	Q5ZM44
2275	Q13643
2275	Q96C98
2274	Q14192
2274	Q2XQU9
2274	Q6I9R8
2277	O43915
2271	A0A0S2Z4C3
2271	P07954
843503	Q9M9H3
2273	B7Z9A1
2273	Q13642
2273	Q5JXI2
2272	A0A024R366
2272	P49789
64599	O75420
56532	E9PZP3
56532	Q9QZL0
9760	O94900
81619	Q8NG11
81618	A0A024R466
81618	B8ZZM6
81618	Q9NQX7
9761	F5GX14
9761	Q14165
2542143	Q10479
192091	Q22179
312965	P0C627
56531	D3YWX2
56531	E9Q803
56531	Q8C8U8
43040	Q9VBU8
43041	A0A0B4K7J2
43042	A0A140SRF8
43042	Q9VBU6
43043	Q9VBU5
443936	A0A1L8HX89
443936	Q6GQ80
810399	Q8IJF6
40665	Q24418
827182	F4JJE3
827182	F4JJE4
810393	Q8IJG2
443938	Q6GQ76
17283	A0A0R4J1I3
17283	O88559
56911	B0EVZ6
56911	B0EVZ7
56911	B0EVZ8
56911	B4DFW0
56911	P57077
94015	B4DKD1
94015	Q8N3U8
94015	Q9BSA4
56913	A0A024RA32
56913	Q9NS00
17287	A0A0R4J043
17287	P28825
56915	Q9NQT4
17285	P32442
841220	Q9LNF2
56919	B4DIS6
56919	Q9H6R0
9768	Q15004
117608	Q96LW1
4961442	F5H9K4
4961442	P90489
14202	Q8CDC8
1466410,1466415	P0CY02
1466410,1466415	P0CY03
1466410,1466415	P0CY04
1466410,1466415	P0CY05
42664	Q9VCY0
9403	O60613
9402	B7Z8E3
9402	O75791
9402	Q6FI14
9401	O94761
9400	A0A024R8M9
9400	A0A024R8S8
9400	B3KQK2
9400	O94762
9400	Q8WYH5
9406	O95218
11625	P29699
11625	Q3UEK9
9404	B7Z5P7
9404	O60711
9409	Q9Y5Y5
11628	Q9WVE0
57062	Q9GZR7
444295	Q6GNQ4
57060	A0A024R320
57060	C9J0A4
57060	P57723
2540813	Q9UUA9
810341	Q8IJL2
2543230	Q9P6N3
2539918	Q9USZ0
127254	Q5RHP9
17758	A0A0G2JDN7
17758	E9PZ43
17758	P27546
17758	Q78TF3
64337	Q9JMF3
64333	B3KQ74
64333	J3KPQ4
64333	Q9BRR9
64332	Q9BYH8
17751	P28184
17751	Q3USP9
810344	Q8IJK9
27967	A0A1D5RL92
27967	G5E8I8
27967	Q8CGZ0
27966	Q91WM3
17755	P14873
17755	Q3UF78
17755	Q8CFR9
17754	A2ARP8
17754	Q9QYR6
24176	Q8VBU7
2543225	Q10255
2540888	O74399
114836	B4E1U5
114836	Q96DU3
835848	A0A178UQ30
835848	C0SVU3
835848	Q9FKM7
14200	O70433
14200	Q543D7
8621207	Q86KR9
246329	A0A024RB38
246329	Q96MF2
2540883	Q9USR3
2540881	Q9USQ5
2540886	O74396
2540887	Q06182
2540884	Q9UUC6
2540885	P30290
826807	Q9SZ65
300111	Q6AXV4
826803	F4JPU9
826803	Q8GYC7
254065	Q6RI45
180657	Q11100
148534	Q96MV1
214952	Q8JZN7
122809	Q5H9R6
122809	Q8WXH5
186111	Q20665
836506	A0A178UGG8
836506	Q9FN03
824534	A0A178VGX4
824534	Q9LFF4
824535	A0A1I9LNX5
824535	C0SVE6
824536	A0A178V7C1
824536	Q9LFF2
373126	B2GNZ2
373126	P59723
20463	E9PZS8
20463	Q3UDK5
20463	Q61387
20462	F8WJG3
20462	P62996
816911	O64823
20467	Q3TN09
20467	Q62141
20466	Q60520
66092	Q91VC9
301442	Q5I0H3
67023	E9Q496
67023	Q9CQ56
67025	Q9CXW4
347365	Q6UXX5
808	B4DJ51
808	P0DP23
808	P0DP24
808	P0DP25
808	Q96HY3
808	Q9BRL5
14325	Q9CPX4
3771470	A0A178UR05
3771470	P82761
2539692	O60085
837998	A0A178W9G3
837998	Q9M9S6
829080	A0A178UTX2
829080	Q9SU88
850599	P43610
850598	P43609
2540268	Q9HGL6
2540269	P18253
850595	P43608
850594	P07270
850597	P14724
835342	A0A178UA34
835342	Q9LTF2
850591	P43607
850590	P0CX45
850590	P0CX46
850593	P00127
850592	P05747
837995	A0A178W5T7
837995	Q949S4
368249	F1Q6J9
368249	Q6WGK5
37942	Q9W129
176504	O17919
176507	O17917
176506	G5EDE2
176506	G5EFS9
176506	Q9U3C6
37946	Q9W125
37947	A0A0B4K883
37947	Q9W123
37944	Q9W127
37945	Q9W126
37948	Q9W124
37949	A0A0B4JCU7
37949	A0A0B4JD53
37949	A0A0B4JDA7
37949	A0A0B4K7H5
37949	Q8MLN6
37949	Q9W122
245940	P0DP73
245940	P0DP74
54749	Q96J80
54749	Q9UM22
143187	Q96AJ9
79639	B4DI10
79639	Q5TDE2
79639	Q6P2H8
34419	O76994
79632	H7BY63
79632	Q6P9G8
79632	Q8NB25
34414	Q9VKX2
34416	M9MRH8
34416	M9PB92
34416	M9PCL9
34416	M9PFI0
34416	Q8IPB9
34416	Q9VKX1
34411	C0MJ66
34411	P23572
34410	Q9VKX6
34413	C8VV95
34413	P11420
34412	M9PCL5
34412	Q9VKX4
4961504	F5HGH5
4961504	Q2HR98
4961504	Q76RH4
814895	A0A178VXL7
814895	A0A1P8B1Y1
814895	Q9ZPR1
814896	A0A178W0C9
814896	Q9SJW3
4961507	F5HI25
4961507	Q76RI2
194655	Q8K1S5
833475	A0A2H1ZE73
833475	F4JYC8
814893	F4IT98
814893	Q8GW56
814893	Q9ZPR2
67684	Q5SUF2
67685	E9Q973
67685	Q8C5Z6
67685	Q8R368
67685	Q9CVZ5
818790	P93755
814898	A0A178VVE1
814898	A0A178VWU5
814898	P29383
4961509	C7E599
4961509	F5HGN8
24392	P08050
24391	B2RYR2
24391	P01244
114876	B0YJ56
114876	B3KU11
114876	Q6GSK5
114876	Q9BXW6
50246	Q7JW00
180616	Q20223
187645	Q09607
180611	G4SFM6
180611	Q19852
180612	Q19853
180613	A0A131MBU3
375449	B4DKT8
375449	B4DS23
375449	B4DSE5
375449	E7EX28
375449	O15021
375449	Q6T2V4
433256	Q3UC67
433256	Q8JZR0
188423	Q22398
66371	Q9D7F7
66375	Q9CXR1
839388	A0A178W6Z4
839388	Q9MAT6
3361329	P87151
153020	Q0VAM2
3361323	O14350
189773	Q95XQ1
3361327	O94643
221092	Q1KMD3
67978	Q2MV57
851205	P39734
67972	G5E829
67973	Q810V0
67973	Q9CYN7
67973	Q9D7V6
107260	Q7TQI3
851248	P39721
851249	P39722
66085	Q3U8X1
66085	Q3UVY8
66085	Q9DCH4
66087	Q99KI3
187390	Q95018
851243	P39717
851240	P39715
851241	P27825
851246	P39719
851247	P39720
851244	P39718
851245	Q01574
23288	A0A024R853
23288	A0A087WX19
23288	A0A087WX45
23288	B3KRY4
23288	B4DDX4
23288	B4DXN1
23288	Q6IPM2
415	A1L484
415	B7Z1M0
415	B7Z6V4
415	F5GYY5
415	F5H324
415	P51690
844277	A0A178WFR4
844277	Q9SAK9
2655301	Q8IAS8
410	A0A0C4DFZ2
410	B4DVI5
410	P15289
411	A0A024RAJ9
411	A8K4A0
411	P15848
412	A6PYA4
412	P08842
412	Q0W975
23281	J3KQA9
23281	Q5JR59
23283	Q9H0L4
23284	B7Z2G2
23284	E7ESV6
23284	E7EUP0
23284	E7EUW2
23284	E7EVD6
23284	Q9HAR2
23285	A0A1B0GWG1
23285	B4DYL8
23285	Q9UPP5
23286	Q8IX03
23287	A0A024R288
23287	J3KNS1
23287	Q9UPW5
852531	P38325
852530	P38138
852533	P38151
852532	P38326
852535	P69850
852537	P38329
852536	P38328
852539	P21372
852538	P32783
832032	Q93VG3
856621	P0CX18
856621	P0CX19
856620	P0CI66
856620	P0CI67
856623	O13535
856625	P38693
856624	P0C2I4
856626	P38697
856629	P38900
8805	A0A024R784
8805	O15164
80829	A0A024R4Z1
80829	A0A024R4Z4
80829	Q96JP5
2655309	Q8IAR6
80034	J3KQ49
80034	Q8WYN3
2542813	O14032
39727	M9NDS6
39727	Q9VUU9
51599	Q86X29
32819	A8E752
32819	Q9VWV8
32818	M9PF43
32818	Q9VWV9
55038	A0A024R6P3
55038	Q9BXL8
55039	Q53H54
55036	Q4G0X9
55037	Q96EY7
181567	Q19983
55035	A6H8Z4
55035	Q76FK4
32817	A0A1Z1CK36
32817	C6SUU1
32817	M9PHW9
32817	M9PHZ6
32817	Q9VWW0
55033	A0A090N7V8
55033	Q9NWM8
55030	A0A024R653
55030	Q9NWN3
181562	G5EFX6
3638518	Q5ADP3
1775	Q92874
424891	F1NHH9
2542138	P0C8R3
2542139	Q10107
1774	P49184
2542134	Q10106
2542135	Q09738
2542136	O13756
2542137	P10506
2542130	A0A075WJH4
2542130	Q09735
5276	A0A0C4DGW9
5276	B4DDY9
5276	O75830
2542133	O94460
856199	Q06821
856198	Q06820
8807	O95256
35452	Q8SZU4
35452	Q9V9M8
35453	Q9V9M7
856191	Q06810
856197	Q06819
856196	Q06817
35454	Q9V9M6
856194	Q06815
220323	Q86UD1
51626	Q8TCX1
817648	P46643
51622	P86790
51622	P86791
51621	Q9Y2Y9
51621	X5DNR2
353345	Q7Z602
5273	B2RC45
5273	P48595
838672	A0A178WBJ6
838672	A0A1P8APZ5
838672	Q9LM71
51629	B4DFG5
51629	Q9BZJ4
815850	A0A1B0VP09
815850	A0A1P8B1R5
815850	A0A1P8B1R6
815850	Q941R4
27158	Q9UHB4
27159	A8K3T7
27159	Q1M0P3
27159	Q1M0P4
27159	Q2VT96
27159	Q9BZP6
27154	Q9ULD4
27156	Q9UHP6
27152	Q9ULD6
27153	Q9ULD5
233977	B2RXQ2
233977	B2RXW8
821801	A0A178VI93
821801	O81098
821800	A0A1I9LT07
821800	Q9LUW6
821807	A0A1I9LQ49
821807	B3H7F6
821807	Q94KE2
821806	Q39219
821805	O23913
5279	Q92535
74107	Q8BT07
37520	Q9W293
853668	P32368
853669	P00937
853666	P36036
853667	P36037
853664	P28272
853665	P28273
853662	P36007
853663	P36035
853660	P36033
36227	A1Z8K2
36227	Q6NNF8
832033	F4JZM3
832033	F4JZM4
139135	Q8IV76
854362	P32603
2539523	P04913
813119	Q8I3G2
291981	P61972
14366	Q3V1B2
14366	Q61088
14366	Q8BKU9
14366	Q8BLL2
37526	Q9W287
2539525	O74901
37527	Q9W286
830642	O65036
80031	A0A185QE25
80031	Q8NFY4
39904	Q9VVC9
39905	Q9VVD0
39906	A0A1B2AJI5
39906	Q27377
39907	Q9VVD2
39900	Q9VVC6
39900	Q9Y150
39902	E3CTN7
39902	Q9VVC7
39903	Q9VVC8
824443	A0A178VBM1
824443	Q9LXI8
138311	A0A024R8I5
138311	Q5VUD6
39908	Q9VVD3
39909	Q4V5V6
32104	Q9VYX2
32107	P18105
32107	X2JEV2
32106	E1JJI1
32106	Q9VYX0
32101	Q9VYX5
32100	D0Z769
32100	P04052
32102	Q9VYX4
77040	G9M4M6
77040	Q3TDQ5
77040	Q8C0J2
836154	Q9FJI4
836156	Q9FJI1
32109	Q9VYW6
32108	Q7KV34
4045	B7Z661
4045	Q13449
173818	P52717
173819	Q20263
830120	A0A1P8B5L9
830120	Q0WUN0
830120	Q940M2
3995	A0A024R564
3995	Q9Y5Q0
2542470	O13843
79954	Q9BSC4
173810	H2KZP9
173810	Q8I7L0
173811	Q19328
56077	Q9R1C6
835179	A0A178UIV0
835179	O81210
56070	Q3TH57
56070	Q8CGF7
257364	Q8WV41
837994	A0A178WKY8
837994	Q9M9S9
836485	Q9FFP9
57305	P49684
36488	A0A0B4JD16
36488	A0A0B4K7Y0
36488	A1Z9C8
36488	B7YZF5
36488	B7YZF6
36488	B7YZF7
36488	B7YZF8
36488	B7YZF9
36488	B7YZG0
36488	Q0E990
36488	Q6AWM7
36488	Q8T0I4
836481	A0A178U8W4
836481	Q84TI6
320713	Q69Z66
36484	Q95NH6
36485	A1Z9C4
36486	Q8ML70
36487	Q5BIL9
36481	Q7K4A8
836488	A0A178UF62
836488	Q9FFP6
810987	Q8IHT5
810984	Q8IHT8
822809	Q3EAV6
810983	Q8IHT9
100626738	A0A287AT18
9103	P31995
84074	Q9H0J4
33059	M9NHG0
33059	P22814
33059	X2JEJ3
37579	A0A0B4K8A7
37579	Q9W238
37578	A0A0B4LH70
37578	Q9W239
84070	A0A024R129
84070	Q8IYM0
75273	A0A158SIT8
75273	Q9DBD5
84072	A0A140VKG9
84072	Q86X24
84073	A0A140VK87
84073	B4DZQ1
84073	Q8TBZ2
37573	A0A0B4KFF4
37573	A0A0B4KGB8
37573	A8DYM2
37573	Q9W244
33051	Q9VRA9
37571	Q9W245
37570	Q9W246
37577	Q9W224
37576	Q9W240
33056	Q9VRB3
33056	X2JGA6
37574	Q9W242
732625	Q9M6A7
41219	F0JAI1
41219	Q9VH48
209361	A2ASY1
209361	Q5HZG4
41217	A0A0B4KFN3
41217	Q7JR89
41217	Q86NR2
41217	Q8MSS6
41217	Q9VH51
41217	Q9VH52
41215	A0A0B4KGN9
41215	Q9VH54
41214	Q9VH55
18764	O35245
41212	Q9VH57
41210	Q9VH59
