yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CF3FI	Entry
441273	Q495Y8
100736468	F1JYZ5
76448	Q8BQ30
100736460	G3BGW2
175853	G5EDU8
175853	Q8WT44
838285	A0A1P8AN49
838285	Q940G8
223658	D3Z624
223658	E0CZ22
838284	A0A178W8G4
838284	Q8LE98
816633	F4IFM6
816633	F4IFM7
816633	Q9SKR2
816631	F4IFM3
816631	Q1PF29
223650	Q8R0W0
55010	A0A024RBG0
55010	B4DT40
55010	B4DZ31
55010	Q9BZU5
55010	Q9NWS1
816639	Q8RUD6
26135	Q5VU21
26135	Q63HR1
26135	Q8NC51
183	B0ZBE2
183	B2R5S1
183	P01019
26137	B2RCW4
26137	Q9HC78
181	C6SUN5
181	O00253
186	P50052
26130	A0A024R862
26130	A0A024R875
26130	A0A024R8A2
26130	B4DGD8
26130	F8W9S7
26130	Q14C86
26133	B4DW48
26133	Q8TEL6
185	A0A0A0MSE3
185	D3DNG8
185	P30556
185	Q53YY0
185	Q6NUP5
189	P21549
822525	A0A1I9LNA4
822525	Q9SCU7
283129	A0A0P0YTB5
283129	Q3KP22
113246	F5GXW5
113246	Q99622
113246	U3KQ85
56413	B4E292
56413	Q9NPC1
144699	Q8N1E6
37461	Q9W2F3
182356	P34318
37462	A0A0B4K8A5
37462	Q9W2F2
37465	Q961X0
37465	Q9W2E9
37464	A0A0B4KFE8
37464	Q9W2F0
37467	Q9W2E7
37466	Q9W2E8
37468	Q9W2E6
2542982	P87014
235604	Q3UHL1
3449	P05015
84747	A6NIH7
84747	Q69YW6
31716	E1JJF4
31716	Q9U969
3445	P32881
3444	P01567
3447	A0A087WWS6
3447	P01562
84749	A0A024RBM3
84749	B3KUS5
84749	Q70CQ3
3441	P05014
3440	P01563
3443	P05013
3442	P01569
855912	Q08929
855913	Q06892
855910	Q08930
855911	P38996
2020	P19622
855917	Q08925
855914	P01149
2023	A0A024R4F1
2023	P06733
855918	O14464
855919	Q08924
2028	Q07075
2029	O43768
432029	Q6IRN1
70239	Q3UI98
70239	Q8R2T8
70238	E9PYW4
70238	Q80XJ2
653140	Q86W67
831561	F4KFK3
831561	Q8GWT2
432023	Q6IRR4
432024	Q6IRS1
403341	A0A0C4DFQ2
403341	Q8NCN2
14158	P70451
14158	Q3TME9
14158	Q3TZJ5
14159	P16879
14159	Q8CGG9
14156	Q8C952
14156	Q91Z50
14154	Q9Z2G1
14155	Q9Z2G0
36948	A0A0B4LGS5
36948	Q8MRA9
839778	A0A1P8API1
839778	F4HZV2
839778	F4HZV3
839778	F4HZV4
839778	Q8LDL9
841128	O23712
42826	A0A0B4KGV7
42826	Q9VCG3
114096	Q99NA5
841126	Q3ECW2
57622	Q9P244
70233	Q9CWK3
37285	Q7K3B7
37284	Q7K2N1
37287	Q494G1
37280	A1ZBR5
37280	G4LU15
37283	A1ZBR8
851928	P52286
851926	Q06681
851925	Q06680
851924	Q06679
851923	P32609
851922	P81449
851921	Q06678
851920	P38986
208650	B9EKI5
208650	Q3TTA7
33908	Q9Y0Y5
399334	Q641B0
17112	Q64302
38021	A4IJ58
38021	B7Z0H1
38021	Q7KVE5
38021	Q95U71
38022	Q9W0U6
38023	Q0E8K8
33902	Q9VMD3
33903	Q8IPJ6
33903	Q9Y0Z0
33900	Q9VMD5
33901	Q9VMD4
38028	Q0E8K5
38028	X2J8G3
38029	O76464
33904	Q9VMD2
33905	Q8STG9
653145	A0A087WTN9
653145	B4DTB3
229004	P58929
76484	Q0KK55
76485	Q6NSU3
40074	Q9VVV7
40071	Q9VVV3
40073	M9PI96
40073	Q86BI9
40073	Q86BJ0
40073	Q9VVV5
40073	Q9VVV6
839777	A0A1P8AUI7
839777	Q8GXH2
40079	Q9VVW2
2768981	A4V1Y6
2768981	A4V1Y7
2768981	M9PFM7
2768981	Q08605
2768981	Q2PDY1
2768981	Q2PDY2
298875	Q6P501
375387	Q86YC3
2870699	A0A1U8QGF5
2870699	Q5B0Q8
7637	P51523
9622	A0A0C4DFQ5
9622	Q5BQA0
9622	Q96PT1
9622	Q9Y5K2
286257	Q9BUH6
819203	A8MQG7
855002	P36533
855003	P25087
855004	Q3E7A6
855005	P19880
855006	Q04233
855008	Q04235
855009	P50107
819208	A0A178VSS3
819208	O82812
326264	A1Z992
326262	Q9VQR8
836367	Q24JK1
814003	Q8IER6
115749	Q8IXR9
814000	Q8IES0
817423,836119	A0A178VF54
817423,836119	P59259
817423,836119	Q6NR90
814004	Q8IER5
811079	Q8I619
835948	Q9LVL4
37019	Q7K1C5
812521	Q8I1R5
6446	B7Z325
6446	E9PR89
6446	O00141
6447	A0A024R9I1
6447	P05408
6444	Q92629
6445	Q13326
6442	A0A0S2Z4P8
6442	A0A0S2Z4Q1
6442	Q16586
6443	Q16585
6443	Q5U0N0
6440	A0A0A0MTC9
6440	A0A0S2Z4Q0
6440	E5RI64
6440	P11686
6441	P35247
173256	D7SFQ2
173256	D7SFQ3
173257	G5EGM3
173255	Q9XUM1
173252	B3WFY2
173252	Q9XUM4
6448	P51688
6449	O43765
37138	Q7JY26
98956	Q8K224
362860	B4F779
166793	Q6ZSB9
31500	Q8IRR4
31500	Q9W481
31503	Q9W478
31506	Q9W475
31507	Q9W474
5740203	A8DYV8
5740203	X2J753
228355	A0A0R4J1F4
228355	A2AGR0
228355	E9QN47
228355	Q80U28
5740204	A8DQW8
835622	A0A178UKT6
835622	Q9FLN5
835623	F4K3F4
835623	F4K3F5
835623	P30181
835621	A0A178U8G2
835621	Q42545
835626	Q9FJ77
170509	Q8CJF2
170506	Q9H2U1
842166	A0A178WC51
842166	Q9C508
842165	Q9C654
842164	Q1PFJ4
831530	A0A178UNG9
831530	A0A1P8BC82
831530	Q6E7H0
2543224	Q9C0X5
831534	A0A178UCL7
831534	Q0WNW4
39089	A8JNP3
39089	Q8IQC5
39089	Q9VSY7
39089	X2JCQ6
39088	P17704
839707	A0A178WJU1
839707	Q6IDD0
839706	A0A178WH43
839706	Q9FZ87
39085	Q9VSY6
39084	Q9VSY3
819736	F4J8G7
39086	M9PEN1
39086	Q9VSY4
39083	Q0E8G6
39083	Q9VSY2
55679	A0A024RAH1
55679	B3KNZ3
55679	Q7Z4I7
180468	Q9GYJ9
852142	P00128
180465	Q9GYK1
180463	Q9GYH7
558011	F1QFS9
2539345	O94552
2539344	O74430
2539346	Q9Y7S3
2539341	O94598
2539340	O74487
813699	Q8IE50
2539342	O94243
2539122	O74416
818644	A0A178VZD6
818644	O22886
818646	A0A178VTX1
818646	Q8LPJ7
2539349	O74909
2539348	Q9USL4
818643	Q5XVC7
813690	Q8IET8
4057	B3KSL2
4057	E7ER44
4057	P02788
4057	Q2TUW9
4057	V9HWI4
43755	Q8IMG0
43755	Q9V9T0
43756	Q9V9S9
43757	Q9V9S8
43750	Q8I0S9
43750	Q9V9T5
43751	Q9V9T4
4050	Q06643
4050	Q5STB2
43758	A0A0B4K6W5
43758	A0A0B4K7G3
43758	A0A0B4K7S3
43758	A0A0B4K813
43758	A0A0B4LJ24
43758	I0C0N0
43758	Q9V9S7
822318	A0A178VAT1
822318	Q9LSD5
4059	A0A087WXM8
4059	P50895
4058	P29376
854836	P08640
3640387	A0A1D8PRY3
854834	P40573
854835	P40574
854832	P40571
854833	P40572
854830	P40569
854831	P40570
854839	P07266
281080	P49951
839489	A0A178WIW9
839489	Q9LR75
313837	A0A0G2K497
313837	D4AC85
353295	Q7ZSY3
69228	A0A0N4SWG2
69228	Q3U133
353299	A5PLK6
353299	H3BU64
852360	P38084
852361	P38085
852362	P38242
852363	P38243
852364	P15992
852365	P38086
852366	P38244
852368	P38246
852369	P38247
829661	A0A1P8B564
829661	F4JM86
829661	P25819
829660	A0A178UUX5
829660	F4JM82
829660	F4JM84
829660	Q94A99
172611	Q22078
172610	P28548
172612	P34808
124535	Q4G112
90411	B4DF17
90411	Q8NI22
90410	A0A024QZ08
90410	A0A087X2B4
90410	Q8IY31
817566	A0A178VWM9
817566	O64733
817566	W8QNW8
235441	E9Q8W9
235441	Q3TT00
235441	Q91W36
235442	P61028
235442	Q0PD49
822315	A0A178VGS7
822315	Q9LSD8
17441	Q3UY21
17441	Q61885
17441	Q66JM2
100360508	P62856
17444	O89100
17444	Q3U0E8
53826	A0A024R3J8
53826	Q9H0Q3
17449	P14152
17448	P08249
379414	Q7SZB3
379416	Q7SZA9
38849	Q8IQ88
38842	Q9VS80
38843	Q9VS81
38840	Q9VS78
38846	A8JNM3
38846	M9PBU6
38846	M9PEF2
38846	M9PEM7
38846	Q7KU90
38846	Q7KU93
38846	Q9VS85
38847	Q9VS86
38844	B7Z0D3
38844	B7Z0D4
38844	M9ND57
38844	M9PBU3
38844	M9PEE7
38844	M9PHN9
38844	Q9VS82
38844	Q9VS83
38845	Q9VS84
501099	D3ZHH8
35532	A1Z6J5
819998	Q6IDS6
819999	A0A178VDK7
819999	C0Z2P3
819999	F4IX90
819999	Q39033
447488	A0A1L8HFK3
447488	Q66J51
819994	A0A178VC29
819994	Q9C6U3
819994	Q9SFB1
819995	A0A2H1ZEH4
819995	Q9SFB0
42087	Q9VEL2
42086	Q9BMG9
281894	B6V3I5
281894	P00711
42082	E1JIN2
42082	Q9VEL7
80278	Q642E3
80279	Q96JB5
80273	Q9HAV7
80270	Q9H2F3
80271	A0A024R0N8
80271	Q96DU7
246727	Q8VI93
852382	P38250
823730	A0A1I9LS23
823730	A0A1I9LS24
823730	A0A1I9LS25
823730	A0A1I9LS26
823730	A0A1I9LS27
823730	A0A1I9LS29
823730	A0A2H1ZEI7
823730	Q5PP32
830392	A0A178UMY6
830392	Q93YN3
824628	A0A178VEL1
824628	Q9M1G5
734894	A0A1L8G790
734894	Q32NR9
824621	A0A178V944
824621	O23628
824621	Q0WS87
124540	B4DHE8
124540	Q96DH6
824626	A0A178VL29
824626	Q9AR19
824627	Q9M1G6
44702	Q9V7D2
44703	E1JGK7
44703	Q7KRI2
44701	Q9V3D2
44701	X2J9R2
21855	Q545H3
21855	Q9Z0V7
1536	A0A0S2Z3S6
1536	P04839
828131	Q9ZSI6
828132	Q9ZT92
810839	Q8II82
828134	Q0WUV8
828134	Q9ZT91
813817	Q8IDI9
139760	Q8TDV5
844395	P93832
7539	Q9Y6Q3
21859	P39876
21859	Q54AE5
813810	Q8IER9
2540176	O74756
179592	Q20010
2540175	Q10329
179597	G5EFA2
179596	G5EBQ9
179596	G5EBY5
179596	H2L2C1
179596	H2L2C2
179596	H2L2C3
179596	L8E7Y6
161514	Q8IYX1
41066	A0A126GUR4
41066	P25158
179598	Q22836
41062	A0A0B4K6C7
41062	A0A0B4K6Y7
41062	A8JQV7
41062	A8JQV8
41062	B7Z0U1
41062	Q8INQ0
41062	Q8MQQ3
41062	Q9VHK1
41062	Q9VHK3
41062	Q9VHK4
2540179	O94565
319184	B2RVD5
319184	Q8CGP1
129138	B5MCX7
129138	Q6NXT1
170851	Q01986
10655	Q05C20
10655	Q5HYK2
10655	Q9Y5R5
319186	B2RTK3
319186	P10854
170850	Q8TAE7
121441	A0A024RBE5
121441	A8K1Z3
121441	Q8NHV4
23144	Q8IXZ2
5195	O75381
813333	Q8I395
23141	Q86XL3
11848	Q4VAE6
11848	Q9QUI0
3565635	Q7YWU9
176614	G5EFX8
176614	Q0PDJ7
176617	C0Z3M2
176617	Q9U226
11844	P84084
11843	P61750
11843	Q14BR4
11842	P61205
11842	Q3U344
176613	G3MU77
176613	Q9XTZ2
829657	O22469
829657	Q5HZ33
1615	A0A140VJW5
1615	D3DP78
1615	P14868
131831	Q7L0X2
59087	O88984
1612	B4DHI4
1612	P53355
1612	Q59H88
419150	Q5ZHP5
813337	Q8I391
59083	Q6YJU1
59083	Q6YJU2
59083	Q8CB17
59083	Q9QXC1
3564942	D1MN80
3564942	Q20184
5190	A0A024RD09
5190	Q13608
4339432	Q75KU4
174612	Q09665
816787	A0A178VTB6
816787	A7XFU1
816787	Q9FVC1
2539921	O14320
1611	B4DQ75
1611	P51397
816784	A0A178VXG2
816784	Q9SJY4
819715	A0A178VB80
819715	A0A1I9LN84
819715	Q9MA63
816782	A0A178VTL9
816782	F4IJJ3
816782	P42752
2541895	Q9UUI8
84224	Q9H094
1678	O60220
84220	Q99666
84220	V9HWE4
84223	C9JKX8
84223	Q9H095
84223	Q9H5C8
826665	A0A178UXH6
826665	A0A1P8B6H4
826665	O82491
1674	P17661
1674	Q53SB5
1675	A6XNE2
1675	K7ERG9
1675	P00746
1676	A0A024R4H5
1676	O00273
1677	B4DZS0
1677	O76075
1677	Q96P72
1677	Q96P73
1677	Q96P74
1670	Q01523
1671	Q01524
1672	P60022
1673	O15263
284611	Q5T8I3
284615	Q69YU3
29998	Q9NZM4
29999	A0A140VK18
29999	Q9NQT6
29992	Q9UKJ1
29993	Q5TZC3
29993	Q9BY11
29990	Q9UKJ0
29991	B7ZLH4
29991	Q5T8A4
29991	Q5T8A5
29991	Q9NY56
29997	Q9NZM5
29994	Q9UIF8
26088	Q9UJY5
2539463	O59809
100752558	G3IDJ2
151313	B4DHE4
151313	Q6P2I3
172561	P90841
64968	P82932
100131980	A8MUZ8
73699	G3UWS4
73699	Q3TTF6
73699	Q7TNP2
73699	Q8BIX1
8674091	E1JJG7
8674091	E1JJG8
164045	A2PYH4
26084	A0A140VJU4
26084	B3KXG0
26084	Q96DR7
382913	Q1LZM6
382913	Q6R2P8
7399	O75445
307779	P84586
824181	A0A1I9LM82
824181	A0A1I9LM83
824181	F4IZC0
321006	Q80TR8
129868	Q96BQ3
814419	O77361
216987	Q8VCY6
7293	P43489
8293	O75920
73692	Q8CE72
2541600	O14233
100302736	A0A0A6YYA0
100302736	Q86XR7
42731	Q9VCQ9
321003	B7ZMP1
2543313	Q9HFF0
945556	P0A7E1
300992	Q8CFG6
7294	P42681
822157	A0A1I9LT48
822157	F4JA42
822157	Q9LI74
178669	O76406
280916	Q8MJ05
3637961	A0A1D8PQP3
398696	Q283Q6
398695	Q7SZF6
40313	Q9VP96
1487945	Q69554
308	P08758
308	V9HWE0
309	A0A0S2Z2Z6
309	A0A0S2Z377
309	P08133
843350	O04532
843357	P42751
843356	Q84JK1
282513	P43033
301	P04083
301	Q5TZZ9
302	A0A024R5Z7
302	P07355
306	P12429
307	P09525
307	Q6LES2
307	Q6P452
148022	Q8IUC6
840918	A8MR27
840918	Q0WQH0
840918	Q6ICX4
834232	A0A178U8J6
834232	Q9FH02
840916	A0A178WDT7
840916	A8MQQ1
840916	P17094
128989	A0A0A0MSI5
128989	A8K1E7
128989	B7Z4A5
128989	B7Z4V5
128989	B7Z9Q5
128989	Q6ICL3
396171	P46936
431952	A0A1L8F4R5
431952	Q6NRH1
3357	P41595
51351	Q03924
51350	Q01546
3885930	C6KSW6
3885936	C6KSU0
817121	O82318
837732	A0A178WMU6
837732	A8MQG0
837732	A8MRA1
837732	F4IAI7
837732	O65397
817123	A0A178VQH3
817123	O82316
25337	Q62725
25334	P70562
837733	A0A178WFZ3
837733	A0A2H1ZEA9
837733	O65396
299310	D4A7L4
285498	Q495C1
828953	A0A178UXS0
828953	Q5PP23
3771968	M9MRD1
3771968	M9MRD4
3771968	M9MRD6
3771968	M9MRF5
3771968	M9MRJ4
3771968	M9MSG3
3771968	M9PC23
3771968	M9PC84
3771968	M9PCM8
3771968	M9PEP8
3771968	Q8T9A8
24691	P00762
828957	A0A178UWD8
828957	A0A1P8B3J3
828957	A0A1P8B3K8
828957	Q93YW5
828955	A0A178V026
828955	O49447
296121	D3ZN39
234734	Q3UD67
234734	Q8BGQ7
155348	P04585
844022	A0A178WBG6
844022	Q9C6K4
329154	B2RXR6
329154	E9QNQ2
79464	A0A0M3HEP3
79464	Q99M04
12238	Q63829
366017	D3ZBP3
100272147	P56277
100158275	B1H1Q0
317646	Q5RK10
615087	Q2KJD0
817699	Q9SIC8
297453	B2GUW3
34714	M9PCV1
34714	Q9VK27
817690	Q9ZP54
817697	A0A178VYM2
817697	Q9SID0
817696	A0A178VP39
817696	Q9SID1
817695	A0A178W306
817695	B9DGB1
817695	F4IQT9
817695	Q04088
817694	Q9SID2
16180	E9Q6I2
16180	Q3UEL3
16180	Q3V2X3
16180	Q61730
117103	F8V328
117103	P35280
340784	A6NHT5
79152	Q7L5A8
16188	P26952
3890	Q9NSB2
50557	O54857
576779	W4YHN9
149371	Q8IYI6
55156	Q9NVT9
293515	Q6R2R3
259173	A0A024R2U1
259173	Q60I27
55150	Q9NVV2
10923	P53999
10923	Q6IBA2
10922	A0A090N8I0
10922	A0A090N8Z7
10922	Q14296
10921	D3DU92
10921	H3BMS0
10921	Q15287
10920	A0A024R4D1
10920	Q99627
10927	A0A024R297
10927	Q9Y657
10926	B4DXK0
10926	B7Z8C6
10926	Q9UBU7
10924	Q92484
10929	A0A024R3A8
10929	Q9BRL6
10928	Q15311
830403	A0A178UEP6
830403	A8MR82
830403	Q9FLD3
56361	H7BX59
56361	Q9WU56
56360	Q9R0X4
811001	Q8IHS1
93871	Q3TSA7
93871	Q8BPZ1
93871	Q921C3
194388	K9JH93
194388	Q8BG87
9459	B7Z3C7
9459	Q15052
9459	Q8N4Q3
57018	Q9UK58
73341	F6WMJ3
73341	Q8K4I3
9454	Q9NSC5
9455	Q9NSB8
2543467	Q9P6L8
9457	Q5TD97
9450	O95711
9451	B3KY45
9451	E7ER02
9451	Q68DI6
9451	Q9NZJ5
57010	A0A024R5K4
57010	P57796
2543462	Q9P6P7
150737	Q8N4P2
7873	A8K878
7873	P55145
810479	Q8IJ77
16451	B1ASP2
16451	Q3U8P8
16451	Q3URU8
16450	Q9QYE5
16453	A0A0R4J0R7
16453	Q62137
16452	G5E852
16452	Q62120
16456	O88792
2703350	P10215
2703350	Q25BX0
158506	Q8N7E2
105689	E9PUJ6
105689	Q7TPH6
2703357	G8HBF0
2703357	P10220
362533	D3ZCM7
2703359	B9VQG6
2703359	F8REX2
2703359	P32888
2703358	G8HBF1
64520	A0A140TA98
64520	Q62599
81664	P04897
81664	Q45QN0
81662	Q9JID2
64525	P83941
2542056	Q92359
64528	A0A0G2K977
64528	Q62839
38912	Q8WS79
38912	Q9VSE9
81668	P30969
81669	Q96S94
38913	M9PER1
38913	M9PEY7
38913	M9PHS3
38913	Q9VSF0
56670	Q9BXA5
38914	Q9VSF2
38915	Q8SZX1
22944	O60870
14462605	A0A0B4KFV9
14462605	A1ZBJ6
14462605	Q6NR39
38916	M9PBW0
38916	Q9VSF3
22943	I1W660
22943	O94907
850898	Q05779
2542050	Q9HGQ0
22948	B4DDU6
22948	B4DX08
22948	B4DYC8
22948	B7ZAR1
22948	E7ENZ3
22948	E9PCA1
22948	P48643
22948	V9HW37
22949	Q14914
2541459	Q9UTC8
56943	A0A024R9D9
56943	Q9NPA8
56942	Q9NRP2
56941	E7EMP6
56941	Q96FZ2
56940	Q9NRW4
56947	A0A024R491
56947	A0A0A0MS29
56947	Q9GZY8
56946	Q7Z589
56945	G5E9V5
56945	G5E9W7
56945	P82650
56944	B4DNG0
56944	M1LAK4
56944	Q9NRN5
56949	Q9HCS7
56948	F6RWC2
56948	Q86TZ5
56948	Q9NRG7
844763	A0A1B1W4V0
844763	P56754
844761	A0A1B1W4U5
844761	P56756
834820	A0A178U7G8
834820	A0A178U9B2
834820	A0A1P8BDX9
834820	B3H5K3
834820	B6EUB3
834820	F4JYL8
211712	A0A0A6YWY8
211712	A0A0A6YY09
211712	A0A0A6YY37
211712	F8VPK8
90990	Q96AC6
856919	P32639
856918	P06839
856913	P32660
856912	P04147
856911	P32657
856910	P32656
856917	P26364
856916	P39956
856915	P21269
856914	P33306
35571	Q4V5H1
856075	Q03088
35573	A1Z6N2
80287	Q3TI69
80287	Q3U5C5
80287	Q99J72
268749	Q924T7
856070	Q02642
268741	Q3UVQ1
268741	Q6A006
268741	Q8BU11
445403	Q6DRC5
856071	P19657
295588	B4F757
295588	Q6SA80
856072	Q03083
18584	O88502
142685	Q8WXK1
54737	Q99549
54734	Q14964
142686	A6NK59
37919	Q2PE14
37918	Q0E8W6
142683	Q8WWU7
37914	Q9W158
37916	Q9W157
37911	Q9W161
37912	P91927
134145	Q6P4H8
115771	Q5U349
186148	Q20695
257062	Q86XM0
2543420	Q10070
27401	A0A087WQ11
27401	Q569Z9
27401	Q9Z0Z3
186142	Q20690
186143	Q20689
339122	Q86YS6
339123	Q96S16
8344	B2R4S9
8344	P62807
67070	Q8K2F8
67074	B9EKJ3
67074	Q80TL7
843552	Q0V7Y3
843552	Q84W40
68953	Q9DB34
136647	A4D1W6
136647	Q8TAP9
66384	G5E8T3
66384	Q9D104
66385	Q3UM45
681418	D4A0T0
67381	Q9CQA5
196528	Q68CP9
850548	P0CX63
850548	P0CX64
850549	P25808
841841	A0A1P8AW84
841841	Q7XA74
67384	A6H6S8
67384	Q8CI61
841842	A0A178WKF9
841842	A0A1P8ARA7
841842	Q8RY71
850543	P07560
850540	P32908
850541	P43583
841849	A0A178W3F2
841849	Q9SYG7
850544	P43585
850545	P40965
851497	Q07395
851495	P50623
851494	Q07418
851493	P21954
851492	P07255
851491	P14066
814573	G1C2Q7
814573	P93285
814572	G1C2W9
814572	P93280
814570	G1C2T6
814570	Q95749
29035	Q14CZ0
851499	Q07381
851498	P41058
79665	B4DR88
79665	Q8IX18
79664	A0A024R5V9
79664	H0YNU9
79664	Q659A1
2543425	O36019
79666	Q9H8W4
79661	Q96FI4
79660	Q86XI6
79663	A8K045
79663	Q96EW2
443	P45381
443	Q6FH48
440	P08243
834510	A0A178UKW2
834510	F4KBP5
79668	B2RB27
79668	E9PFI7
79668	Q8N3A8
445	P00966
445	Q5T6L4
444	B4DQ07
444	B7ZM96
444	Q12797
855321	Q03262
855320	Q03254
855323	P39113
855322	Q03263
855325	P22136
855324	P23797
855326	P23796
855329	Q03264
855328	P32807
2876330	P08157
837366	A0A1P8AMF5
837366	Q94EJ2
833863	A0A1P8BGF0
833863	A0A1P8BGG1
833863	Q8GYF9
26754	O35864
39	Q9BWD1
38	A0A140VJX1
38	P24752
26751	Q96HL8
26750	A0A087X1U5
26750	F5H7T0
26750	F6RJM5
26750	Q96S38
33	P28330
32	O00763
31	A0A024R0Y2
31	B2ZZ90
31	Q13085
31	Q7Z5W8
30	A0A024R2M6
30	A0A140VJX0
30	P09110
37	B3KPA6
37	P49748
36	A0A0S2Z3P9
36	P45954
35	B4DUH1
35	E5KSD5
35	E9PE82
35	P16219
34	A0A0S2Z366
34	B4DJE7
34	B7Z9I1
34	P11310
34	Q5HYG7
34	Q5T4U5
31078	O46099
31079	M9PGL2
31079	Q95RC0
31070	Q9V3X8
114824	Q96PV4
835193	Q8VY90
114822	Q8TCX5
114823	A0A024R4R9
114823	A0A087WUE4
114823	C9JMY0
114823	Q96PV6
180663	Q22510
180663	Q95QA9
114821	A0A1U9X8W9
114821	Q6R2W3
373156	Q6FII1
373156	Q9Y2Q3
91801	Q96BT7
91807	Q32MK0
72584	A2A432
72584	Q3TP81
366276	A1A5S1
124512	A0A024R8M5
124512	Q86XA0
124512	Q8N712
72580	Q3T9Z9
855499	P53538
855498	P53867
67920	Q8BGS0
67923	A0A087WNT1
67923	P83940
175578	A0A131MBI3
175578	A0A131MCF2
175578	Q21829
34752	Q8IP71
34752	Q9VJY8
855492	P23202
855491	P53861
855490	P53860
855497	P53866
855496	P53865
855495	P53863
51585	O94913
50126	A0A0B4LG54
50126	P82705
379490	Q7SYU3
50124	Q9VR93
50123	Q9VRA0
338382	A0A096LP44
338382	Q96AH8
199870	Q8TAV0
45280	Q9W2H2
824345	A0A178VH65
824345	Q38833
20103	P97461
20103	Q91V55
188781	O02043
66036	Q96QG7
66037	Q8N9W6
83732	Q9BRS2
130940	Q8NFR7
24450	Q68G44
24451	P06762
2654952	C0H4K1
153745	A0A140VJJ4
153745	Q8TC56
2654955	Q8IBQ8
189435	Q9XWQ6
83731	Q62976
839472	Q8GS60
77407	Q3U0T9
77407	Q6PHN9
22129	G5E8T2
852568	P38342
852569	P38344
852566	P38341
852567	P38146
852564	P38340
852565	P37292
852562	P38338
852563	P38339
852560	P38336
852561	P38337
228889	Q921N6
856678	P32633
856676	P32630
856677	P23301
856674	P32628
856675	P32629
856672	P00045
856673	P32626
856670	P32622
856671	P32623
294975	Q4QR75
83417	Q96PJ5
3964	O00214
3965	A0A024QZ02
3965	A0A024QZ55
3965	O00182
653499,3963	P47929
3960	P56470
3960	Q6FHZ4
208076	Q8BG99
3641578	Q5A4Y2
35405	Q9VID1
35404	B6VQA1
35404	M9PDD7
35407	Q9VIC9
35400	A2VEG3
35400	M9PDD2
35400	M9PDK6
35400	M9PDX3
35400	Q8SZ43
35400	Q9VID5
35402	Q8INT6
35402	Q9VID4
73230	Q8CJ69
35408	M9PDX8
35408	Q7JS69
66156	Q9CPX9
230904	Q3USR5
230904	Q80UW2
230908	Q544R5
230908	Q6VYI4
230908	Q6VYI5
230908	Q8BLD4
230908	Q8BUM1
230908	Q8R0B4
230908	Q921F2
2542653	Q42598
55577	C9JEV6
55577	Q9UJ70
51657	A0A024R4L1
51657	Q7Z3H6
51657	Q9Y6J8
32752	O97111
51655	Q9Y272
32754	M9MSB6
32754	M9MSE8
32754	Q8IQZ6
32754	Q8T498
32754	X2JCD6
32754	X2JE83
32754	X2JFL7
32754	X2JKZ0
55572	B4DXM1
55572	Q96CU9
55571	Q9UKZ1
32757	O77215
32757	X2JCE2
32757	X2JFX5
32758	Q9VX20
181209	Q93244
51659	Q9Y248
2542475	Q10344
2542474	P27638
56005	Q969H8
839983	O82653
839982	C0SUY4
839982	Q39090
56000	Q9H4D5
2542472	Q11118
2542478	Q9UT82
186960	G5EBG3
25470	P19024
821850	Q9LUI2
850882	P49166
821855	A0A178VCA8
821855	P93735
821856	A0A178VIF6
821856	A0A1I9LRN2
821856	Q9LIL4
439921	P84157
439921	Q6ZR64
85376	Q9UFD9
85377	Q8N3F8
36273	Q8SWW2
36272	A1Z8Q7
36272	A5YTR9
36272	E1JH39
36272	Q7JUM5
36271	C6TP87
36271	P08736
36270	Q3YMU0
36277	A0A0B4KEK7
36277	Q9V637
36276	A1Z8R0
36276	A1Z8R1
128229	Q96A04
128229	V9GYT6
200205	B4E1G9
200205	Q5T440
41268	Q9VGZ4
41269	Q9VGZ3
41266	A0A0B4K621
41266	A0A0B4K653
41266	A0A0B4K6P1
41266	A0A0B4KFL4
41266	A8JQX0
41266	Q9VGZ6
700565	F6R2T7
41265	Q9XTP7
41262	Q8INM3
41263	Q9VGZ8
41260	A0A0B4KFQ0
41260	A0A0B4KG50
41260	A0A0B4KGR9
41260	A0A0B4KH36
41260	Q9VH01
41261	Q9VH00
36180	Q7JWM4
2538731	O94722
2538730	O74870
2538736	O94751
2538735	P78797
36186	A1Z8H0
36189	Q7K0A2
36188	A1Z8H1
2538738	O59791
2922	A0A140VJM7
2922	P07492
816197	A0A178VT14
816197	F4ILE0
816197	F4ILE1
816197	Q8LPG3
816197	Q9ZVW9
836188	A0A178UAV0
836188	Q9FF52
816196	A0A178VRS3
816196	Q9ZVX0
824268	Q9SD42
9547	O95715
836180	A0A178UIC3
836180	A0A1P8BCP9
836180	F4K0E6
836180	Q93W92
836181	A0A178UN53
836181	B3H725
836181	F4K0E8
641371	E9KL42
641371	Q86TX2
836187	A0A178UG45
836187	Q9FF53
836185	A0A178UQB2
836185	F4K0F5
836185	F4K0F7
836185	Q9FF55
837856	Q9SAD4
173869	Q19988
837852	A0A178WLN1
837852	Q9LPV5
837850	A0A178W3T8
837850	Q9LPV8
173863	Q9GYK4
75974	A2AF47
850955	Q06567
850956	Q06568
850951	P16521
850950	P38623
850953	Q06563
850952	P39931
821042	Q9LSH4
850959	P0C2I8
850958	P0CE41
836455	Q9FGW7
836456	A0A1P8BE28
836456	A0A1P8BE51
