yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CEADC	Entry
810815	Q8IIA6
75751	Q8VI75
443590	Q52L18
3645265	Q59U06
852900	P53210
852901	P53211
852902	P17649
852903	P39111
852904	P53212
852905	P53214
134265	Q8TED9
2539154	Q9USP0
2539155	O59757
2539156	Q9Y7N5
2539157	O94479
841838	Q1H583
832386	Q9FMX8
856210	Q06836
856211	O13587
856212	Q06839
856213	Q06089
856214	Q06090
856216	Q06091
856217	P0C0W9
856218	P30656
856219	P39521
829679	A0A178UVS2
829679	Q8LFC0
2539449	O74893
317335	A0A0G2K719
317335	D4ADE8
841839	Q8W4H8
2539486	O13674
2539487	O94532
854508	P15801
854509	P22203
2539482	O94487
2539483	O94588
2539480	O94600
2539481	O94603
818304	A0A178VNW7
818304	Q9ZUT9
854503	Q99332
854500	Q12502
854501	P54885
5133	A0A0M3M0G7
5133	Q15116
854507	P34758
854504	P19524
854505	P33328
315798	F1M0V0
246490	Q7K2V7
246493	A0A0B4LGM0
246493	A0AVW1
246493	B7YZQ3
246493	Q8MLN9
172065	Q9TXQ9
172062	O01868
172060	H2KZB3
172060	O01870
172061	O01869
36383	A0A0B4KEW6
36383	A0A0B4KFR7
36383	Q7KLE5
36382	A0A0B4K765
36382	A0A0B4LF82
36382	A0A0B4LF93
36382	A0A126GUN9
36382	A1Z927
36382	A1Z928
36382	Q5U0Y0
36381	Q7JZ25
36380	P92189
36387	A0A1B2AL22
36387	Q9TVQ5
36386	A0A0B4KFH1
36386	Q0E9A5
36385	Q8MQV5
36384	P23625
33353	Q9VQ40
33351	E1JHR5
33351	P15007
33350	M9ND06
33350	M9NDD0
33350	Q9VQ37
3565059	Q9GRZ1
33356	Q9Y153
90423	A0A140VKA8
90423	Q96A05
33358	Q9VQ44
837479	O80536
837475	B9DG15
837475	F4I101
837475	O80533
1494081	P03586
100763	Q80U95
66489	Q6ZWV7
101245388	K4ATF2
284521	A0A126GW96
284521	Q8N349
835518	A0A178UDW3
835518	Q9FL70
36658	A0A0B4LF47
36658	A0A0B4LFE6
36658	A0A0B4LFF9
36658	A1Z9W4
36658	C0P8M6
36658	E1JH68
2538689	O13370
80987	Q9ESJ4
812881	Q8I431
80981	Q99PE9
100754722	G3I0V9
36651	Q7JZR4
36650	A1Z9V4
36650	Q8SY73
36653	Q7KK96
36652	A0A0B4KEQ7
36652	Q7K3Q3
36655	Q7K1Y4
36654	Q7KMG7
2543030	Q10443
36656	Q7K3N1
132884	Q86UK5
84403	Q6AZ42
84403	Q9R140
317662	Q96BN6
219348	Q5JTB5
219348	Q5JTB6
254827	Q58DX5
684192	B5DFE7
398658	Q68F71
41609	P11146
811540	Q8I4S6
311470	Q5XI05
41605	P10351
41607	A0A0B4KGH9
41607	A8JQZ2
41607	P05049
41600	Q9VG03
41601	Q9VG04
41602	A0A0B4KFT4
41602	A0A0B4KFX5
41602	A0A0B4KGG9
41602	A0A0B4KGZ7
41602	A0A0B4KHB2
41602	A4V2S3
41602	O46036
83752	E7EN44
83752	Q86WA8
83755	Q9BQ66
83756	Q7RTX0
450225	A0A0G2K2V6
450225	Q6IFW6
83759	E9PLB0
83759	Q9BQ04
395557	A0A1L1RIX9
395557	Q9IAY5
100009125	P18597
779314	Q0IH27
388559	P0CJ79
388558	Q8N4W9
314442	Q6P7B0
827864	A0A178UUS8
827864	Q9FVJ3
178602	A0A0K3ASS5
178602	A0A0K3AV28
178602	A0A0K3AY23
178602	O61931
178603	A0A0K3AS98
178603	A0A0K3AVT4
178603	A0A0K3AY27
818878	A0A178VSN4
818878	F4IP79
818878	Q9SJH8
818879	Q0WUX6
818879	Q9SJH7
311786	B5DFH7
54733	Q8IXU6
945536	P0AG67
818870	A0A178VXX9
818870	A0A1P8AY33
818870	F4IP68
818870	F4IP69
32631	B5RIT0
32631	Q9VXE5
76478	Q99L00
818874	A0A178VWL0
818874	P42795
818874	Q0WQZ1
831734	A0A178UH35
831734	Q9LZR3
831734	W8Q6G5
237911	Q5SXJ3
831737	Q9LYZ2
15568	P70372
15569	B1AXZ4
15569	B1AXZ5
15569	Q3UR02
15569	Q564D8
15569	Q60899
15569	Q80UJ0
15569	Q80Y51
734734	Q3SYM9
831733	A0A178UP12
831733	Q9LZR5
175922	Q22799
8243	G8JLG1
8243	Q14683
8243	Q68EN4
8241	A0A0S2Z4W4
8241	A0A0S2Z4X1
8241	P98175
8241	Q7Z3D7
831738	A0A178UIV6
831738	F6M3L4
831738	Q8L940
175924	P46505
175925	P46502
833383	F4KIN5
123228	A8K8D3
123228	Q96LD8
174034	P50093
174032	Q22757
174031	H2KZ37
174031	Q7JPE3
174031	Q7JPE4
14218	O89032
174038	Q19433
837436	A0A178W1X8
837436	O80492
399308	P79956
837431	A0A178WHJ4
837431	O04019
57741	J3QK52
57741	Q3UZI6
287876	P63259
399301	P51142
683687	B0BNM3
837433	A0A1P8AN11
837433	Q9XFR5
239510	Q8CCJ9
837432	A0A178W952
837432	F4HZE0
837432	Q8L770
165140	Q8TDS5
2542073	Q10491
5469	Q15648
822341	A0A178VGK2
822341	Q9LK31
3565010	Q7JKP6
814994	A0A178VW73
814994	Q9SJB9
822348	Q9LK24
2539058	O94400
393488	Q7ZUB0
44839	M9NEG4
44839	M9NGE4
44839	M9PEK6
44839	M9PJN0
44839	Q8IR54
44839	Q8IR55
44839	Q9VY43
7597	G3V2K3
7597	P24278
7596	Q02386
139599	Q8TD90
7593	A0A024R4R6
7593	A0A024R4T5
7593	P28698
3361204	Q874R3
101249977	K4D5C4
212712	Q546B3
212712	Q8VI24
34687	Q9VK55
3885912	C6KT76
837716	A0A178W4M9
837716	F4IAG1
837716	F4IAG2
838719	A0A1P8AQU3
838719	Q9LMN8
838718	Q9LMN7
318206	B7Z120
318206	B7Z126
318206	M9PDQ2
318206	M9PIZ6
318206	Q1RL19
318206	Q8IRT7
318206	Q8IRT8
318206	Q9W4Q4
318207	Q8IRS9
31678	M9PDZ5
31678	Q9W3Q5
838710	A0A178W9M6
838710	Q9LPU9
838713	A0A1P8AUR0
838713	F4HWE6
838715	A0A178W4V4
838715	Q9LMN5
284565	B4DRP3
284565	Q8N660
65165	Q63524
55173	A0A024RD03
55173	B4DP77
55173	P82664
69807	Q3TLR3
69807	Q8CH72
837712	A0A178WII3
837712	Q9SAA9
69802	Q6P8I6
2539979	O42922
2539976	Q9P6J3
2539977	O74969
2539974	Q10282
854174	P33890
2539972	O42938
2539973	Q92370
2539970	O94560
2539971	P49777
827839	Q9C5Q8
170302	Q96QS3
816909	O64825
101214	A0A0N4SVC2
101214	E9QP00
5375	E5RH45
5375	P02689
34688	Q9VK54
827833	A0A178UVT6
827833	F4JVN6
827835	A0A178V550
827835	Q9SUC5
827837	A0A178UU99
827837	P29517
5692	A0A140VK46
5692	P28070
5693	A0A140VJS7
5693	P28074
5690	A0A087WVV1
5690	A0A140VJS6
5690	B7Z478
5690	P49721
5691	P49720
5696	P28062
5696	X5CMJ9
5697	P10082
5694	A0A087X2I4
5694	P28072
5694	Q6IAT9
5695	E9KL30
5695	Q99436
5698	A0A1U9X8D7
5698	P28065
5699	P40306
116546	P36860
116543	Q63398
116541	Q6P161
116540	Q96EL3
2703395	B9VQC6
2703395	G8HBB2
2703395	P36313
2703390	G8HBH2
2703390	P08393
116549	P19139
2703391,2703392	B9VQC5
2703391,2703392	G8HBH4
843571	F4IDB2
56489	Q9R0T8
192006	O16332
843576	F4IDC2
124997	Q24JR4
124997	Q562E7
13870	E9PUM0
13870	P07903
843579	Q9C9E5
834818	A0A178UB79
834818	Q84W66
81894	Q96A46
834811	A0A178UEF7
834811	Q1H5E6
834811	Q9FGJ6
834816	A0A1P8BEH7
834816	A0A1P8BEL5
834816	Q94B74
834817	A0A178UL41
834817	Q9FGJ1
834815	A0A178UPH7
834815	Q9FGJ3
5968	P48304
5968	Q6ICS1
814997	A0A178VVJ8
814997	Q84JU4
5962	B0YJ88
5962	P35241
5962	Q6PKD3
830126	A0A178UXR8
830126	F4JW56
830126	Q9SCY3
5965	A0A024RAV2
5965	P46063
5966	Q04864
830125	A0A178V6A4
830125	O65657
839446	A0A178W559
839446	A0A1P8ASS1
839446	F4HZA7
839446	Q93Y00
839447	A0A178W5G0
839447	Q9LR65
839445	Q39056
832411	A0A178UBT3
832411	A0A1P8BDB5
832411	B3H501
832411	Q9LRB0
36733	Q7JVA5
56987	A8K6U2
56987	Q8WY36
17237	Q9D074
56984	Q969U7
56984	Q9P1R6
56983	B4DJ97
56983	Q8NBL1
839449	A0A178WF34
839449	Q9LR64
90952	Q96AP7
64699	P57727
90956	A4D1T6
90956	Q7Z695
90957	Q6P158
60532	E0CYH0
60532	Q9ER69
56485	Q9WV38
60534	A4QPC9
60534	Q9EQR6
842196	Q9SLV3
842195	Q3E7Q8
11694	O70137
11694	Q3UQX2
11695	O35137
148254	Q8NEP9
842198	P42804
23480	A0A024QYZ0
23480	P60059
46158	Q9VNR6
46156	M9NDL9
46156	M9NE54
46156	M9PES2
46156	M9PHT1
46156	Q7KUA8
46156	Q86BH2
46156	Q8IQA6
46156	Q9VSK5
69116	A2AN08
154214	B3KVC8
154214	Q8TC41
153241	B4DLH5
153241	Q8N960
64343	Q9H6S1
64344	B2RBI6
64344	H0YDZ5
64344	M0R104
64344	Q9Y2N7
821060	A0A178VJ06
821060	Q96300
821062	A0A178VMA8
821062	Q8VZT0
837588	A0A178W5E9
837588	Q39264
375791	A8MQ03
375791	B8A4K4
280991	Q01314
215051	Q8R149
5373	A0A0S2Z4J6
5373	O15305
5373	Q59F02
842220	Q0WV58
842220	Q8W3K0
826872	A0A178UYA3
826872	Q9SU27
826875	A0A178UTR9
826875	Q9SU24
826874	A0A178V535
826874	Q9SU25
842222,842229	A0A178W8Q5
842222,842229	B5BRD8
842222,842229	Q93VB8
826878	A0A178UTX6
826878	F4JRE0
771904	Q5ZL50
825648	B9DGE3
825648	Q94AH6
42728	Q9VCR2
42729	Q8T490
2542270	O13811
2541952	O13920
42721	Q9VCR9
42726	Q9XZ16
841557	A0A178W9H8
841557	A0A1P8AU65
841557	Q9SYD6
295230	Q6P502
841555	A0A178W4R9
841555	Q9SYD4
841554	A0A178WIM9
841554	F4I824
850678	P32386
824588	A0A178VJT9
824588	Q9M385
55280	A0A0S2Z5E9
55280	D3DR67
55280	Q69YN2
850674	P0CD90
850675	Q12473
850676	Q03048
850677	Q07887
850670	Q12177
850671	Q12235
850672	Q12244
90379	Q66K64
51703	Q9ULC5
9238	B3KM73
9238	B3KRS4
9238	B4DU42
9238	Q969Z0
504844	Q0VCV0
80264	A8K360
80264	Q2NKJ9
80264	Q9H8G1
55285	Q96IZ5
9236	A0A024R5S7
9236	Q9ULG6
9230	Q15907
9231	Q8TDM6
9232	O95997
9232	Q6IAL9
32687	M9NFA7
32687	Q9VX91
54805	Q9H8M5
54806	Q8N157
54806	Q8NER0
54807	Q9NXT0
54800	Q6TFL4
181354	Q22167
54802	Q3T7C7
54802	Q53F11
54802	Q9H3H1
269254	A2AKX3
55286	A0A024R9R1
55286	Q8IY42
54808	Q7RTS9
54809	Q5K651
269252	E9Q2B0
269252	Q8BMQ2
12349	P00920
829697	B9DFM6
829697	F4JN13
829697	F4JN17
829697	Q9SAR5
829695	Q500U8
829692	Q6DBQ1
12340	Q5RKN9
12343	P47754
12343	Q5DQJ3
12345	P47757
12345	Q923G3
283927	A0A087WVP7
283927	P0C024
829699	A0A178UV21
829699	A0A1P8B8I3
829699	Q9SVW8
10277	O95155
10276	Q5SQI5
10276	Q5SQI7
10276	Q7Z628
841883	A0A178WR56
841883	Q9SLJ2
10274	Q4LE48
10274	Q8WVM7
10273	Q9UNE7
10272	A0A024R1Y8
10272	O95633
10270	O43823
10279	F2Z2N5
10279	Q9NQE7
10278	O43281
827580	A0A178UXM0
827580	P16127
827581	A0A1P8B5R8
827581	A0A1P8B5S4
827581	A0A1P8B5S5
827581	A0A1P8B5T3
827581	F4JRJ9
827581	P16128
827583	A0A178UVM8
827583	O49519
827584	A0A178V439
827584	Q0WNP3
833576	A0A178UHA2
833576	Q9FFL3
43033	A0A0B4LHM7
43033	C6SUV2
43033	Q9VBV6
293991	B2RYS8
190399	D9PTP5
190399	D9PTP6
190399	D9PTP7
190399	D9PTP8
176595	O45293
176591	Q95Q08
20496	E9QM38
20496	P55012
20497	P59158
20497	Q543E4
20491	A0A0R4J247
20491	Q4FJX0
20491	Q60898
829526	Q6NQI6
814823	Q9SWI1
44446	Q7KTS4
44441	O76462
814828	P42813
44448	A0A0B4K6I1
44448	A0A0B4K6M4
44448	A0A0B4K784
44448	A0A0B4K7W1
44448	A0A0B4KHN3
44448	A0A0B4KHY2
44448	A0A0B4KI37
44448	E1JIZ0
44448	E1JIZ1
44448	E1JIZ2
44448	Q7KRY7
44448	U3RC96
67615	Q6ZWZ2
216080	P61080
216080	Q3UFQ4
187639	F5GUF0
187639	Q9XVK6
851109	P18496
851108	P18634
2972	A0A024R6P8
2972	Q92994
2972	V9HVY2
851104	P41057
851107	O13547
851106	Q06011
2976	Q8WUA4
851100	Q06706
851103	Q06709
851102	Q06708
282220	P68103
115584	B7Z8N3
115584	Q8WWX8
68999	Q8K2H6
817272	Q9XIN6
79159	A0A024R1M6
79159	Q9UGY1
179217	Q10459
40596	A0A0B4JCV6
40596	A0A0B4JCW5
40596	A0A0B4JD62
40596	A0A0B4JDA1
40596	A0A0B4JDB5
40596	A0A0B4LGQ5
40596	A0A0B4LGR2
40596	A0A0B4LHQ4
40596	Q9VN58
179211	O01532
179213	O17528
79153	Q7L5L3
176503	O17915
79157	A0A024R8M6
79157	A0A024R8U7
79157	O43934
79156	B4DWN9
79156	Q96S99
79155	D6RGJ2
79155	Q8NFZ5
79154	A0A024R0T1
79154	Q6UWP2
381122	Q3UW68
178167	Q19617
447531	A0A1L8FAW3
447531	Q66J04
56226	Q9DD12
56226	Q9ET47
178169	Q20062
2541508	Q09758
824615	A0A2H1ZEK6
824615	A0A2H1ZEL2
824615	F4JCX9
176502	O01705
2541500	Q09694
2541502	Q09845
2541503	Q10264
2541505	P31209
2541506	Q9UTD1
2541507	Q09847
91775	Q969Y0
327766	Q149T4
327766	Q3UP23
824610	A0A178VJY7
824610	F4JCX0
824610	F4JCX1
824610	Q8RWQ2
77038	Q3UR67
77038	Q99K28
34469	Q8SXV4
1504	P17538
175555	G5EC05
120114	Q8TDW7
34460	Q9VKS9
34461	E2QCS7
175024	G5ECV7
175024	O62022
175022	O17982
175021	O17983
34467	Q9VKS2
288620	Q3MHS9
843908	A0A178W4S5
843908	F4I0N7
843908	P46689
29914	Q9Y5Z9
817458	A0A178VR79
817458	A0A1P8B2P8
817458	O81078
35732	Q7JVG6
35731	A0A0B4K7J3
35731	Q7JQ36
35731	Q95U21
35730	Q0E9G3
29220	A0A0G2K7L8
397652	F1SD45
35735	A1Z757
35735	Q7JY97
51564	Q8WUI4
51566	A0A024RCF9
51566	Q9UH62
51567	O95551
51560	Q9NRW1
23568	A0A024R6U9
23568	Q9Y2Y0
51562	B2RCV0
51562	Q9NS73
93737	Q8CBL3
93737	Q9JK84
23564	O95865
23564	V9HW53
23567	B7Z4J8
23567	B7Z4N4
23567	D6RJ07
23567	Q9UL40
197370	Q8WV22
51569	P61960
165055	Q96M89
380836	Q5NCE8
29919	A0A087WZD4
29919	B7Z201
29919	B7Z2Y1
29919	B7Z3Q1
29919	K7ENL9
29919	Q96DM3
2542077	O42668
2543596	Q9UT30
3772576	P02515
6722	A0A024RD16
6722	B4DU24
6722	P11831
126402	Q8IYK2
29222	P06302
51692	G5E9W3
51692	Q9UKF6
51693	A0A0B4J294
51693	H3BQQ8
51693	H3BUK6
51693	Q9UL33
51690	Q9UK45
51691	A4D0W0
51691	O95777
51696	Q9UBI9
253012	A8MVW5
253012	C9JN07
51699	F8VXU5
51699	Q9UBQ0
175253	H2KZV4
175253	Q8I7N1
818831	A0A1P8B161
818831	A0A1P8B162
818831	A0NAB1
818831	Q8VZ02
100526737	A0A0A6YYI9
100526737	Q96PK6
300228	F1LR10
830558	A0A1P8BA24
830558	A0A1P8BA37
830558	F4K3Y1
830558	Q9FG36
853619	P47181
853618	P47180
401251	A0A1U9X8I8
401251	Q5SSQ6
853613	P47176
853612	P47175
853611	P47174
853610	P0CX35
853610	P0CX36
853617	P15365
853616	P47179
853615	P47178
853614	P47177
2540240	P87317
852737	P53120
56515	Q9CQE0
56515	Q9CSA3
56513	D3Z2R1
56513	Q3TY70
56513	Q9Z101
179891	Q9U385
179891	Q9U386
179891	Q9XVJ7
837311	A0A178WDX4
837311	Q8GYD1
8284	Q9BY66
98741	A6H8H5
78995	Q8N3J3
78996	Q9BWK5
32176	Q9VYQ0
179585	Q20151
179586	Q7JLI8
823934	Q9STT3
140775	Q8TEV9
75590	Q7TNL7
134701	Q5TAB7
75599	Q8CFX3
816539	Q8RWY6
816538	A0A1P8AYE4
816538	Q8GZM7
816533	A0A178VM16
816533	Q9SL67
816532	Q8VY49
816536	Q9SL65
26232	Q9UK22
26233	Q8N531
26230	B3KW11
26230	Q8IVF5
26231	A0A024R6W8
26231	Q8WV35
26234	Q9UKA1
26235	Q9UKA2
21954	P48787
21954	Q497F1
4326903	Q0JNL7
21950	P41274
21950	Q3U1Z9
21951	Q6PFX9
131177	A0A0A8K9B4
131177	Q96BQ1
854349	Q08550
444397	Q6GN94
3728	A0A0S2Z487
3728	P14923
505336	F1MYK3
75956	Q8BTI8
3725	P05412
854342	Q12246
3727	P17535
854344	Q12123
854345	Q12343
854346	Q08548
854347	P16622
79939	A0A024R7G7
79939	Q96K37
4931	B4DF43
4931	O15381
4935	P51810
79931	Q96KP6
79930	A0A024R7M5
79930	D6RAM3
79930	Q7L591
12798279	O46201
44233	Q7KSD3
79934	A0A024R0Q9
79934	Q96D53
79937	Q9BZ76
2543217	P17476
2543214	O14224
2108	A0A0S2Z3L0
2108	P13804
2543213	Q10449
2543211	Q10448
2103	O95718
2101	P11474
2101	Q569H8
2100	F1D8N3
2100	Q0PTK2
2100	Q7LCB3
2100	Q92731
2107	B7Z7P8
2107	P62495
2543218	O14193
2104	B7Z5E9
2104	C0SQ93
2104	F1D8R5
2104	F1D8R6
2104	P62508
837677	Q9LPZ9
837675	A0A1P8AMY7
837675	F4I8U6
837675	Q9SXB8
819128	A0A178VWX1
819128	O22151
837673	A0A178WQL2
837673	A0A1P8AMJ7
837673	B3H6R0
837673	Q0WWA7
837673	Q9SXB6
14013	G3UZ13
14013	P14404
14012	A0A1L1STN6
14012	F6RG10
14011	P97360
14011	Q80WR3
734773	A0A1L8GI47
734773	Q3KQ55
2541613	Q09917
2541613	S6BDH3
683788	P85845
38542	Q9VZC8
850991	Q05874
850990	Q05871
850993	Q05881
850992	P29029
850995	Q02574
850994	P0CX33
850994	P0CX34
850997	Q05892
850996	P46943
850999	P39742
850998	P32502
170960	Q8TF20
36419	Q7JR91
36419	Q7JRM9
36419	Q95T37
36418	A0A0B4KEN6
36418	Q6AWP0
36418	Q8T8W2
9	F5H5R8
9	P18440
9	Q400J6
29628	G3V6Z5
29628	G3V8Y9
29628	P19492
36411	P21520
57396	Q9HAZ1
53872	Q60865
36414	A0A0B4JCT2
36414	A1Z957
33629	P18101
33629	Q7JYK1
33628	Q9VQX6
33622	Q9VQX0
33621	Q9V3H7
33627	P33450
33626	M9PC31
33626	M9PEF6
33626	Q9VQX4
34811	Q8SZM2
3638814	Q5ACY4
34812	Q9V3Z9
2540325	Q9USW5
34814	Q9VJU8
34816	M9PBB4
34816	Q9VJU5
34819	Q7KTA0
34818	Q86BL2
34818	Q9VJU4
2543388	Q9HE11
682787	F1LN30
55824	Q9NWQ8
83519	Q9JJK4
19944	P47915
19944	Q5M8M8
19942	P61358
19942	Q5BLJ9
19943	P41105
19943	Q5M9J8
10178861	A0A0B4JDE0
823588	F4J355
823588	Q67YE7
55823	A0A087WXL6
55823	B7Z879
55823	Q9H270
823584	Q0WRF9
823584	Q9LXM8
823585	Q8W4D0
19941	P61255
19941	Q4FZH2
112744	Q96PD4
855123	Q03153
850334	P25389
855121	Q03148
855120	Q03144
855127	Q03175
850330	P11710
6879	Q15545
6878	A4D299
6878	P49848
6877	Q15542
6876	Q01995
6876	Q5U0D2
6875	B4DYT3
6875	J3KTH2
6875	Q92750
855128	Q03177
850339	P25383
6872	P21675
6871	A0A024R0Y4
6871	A0A087WWR4
6871	B3KU13
6871	O75478
6870	P29371
107765	Q9CR42
107767	Q3TD71
107767	Q3TSA8
107767	Q3UY11
107767	Q8K021
2543383	Q9URZ1
853978	P0CE68
853979	P0CE69
853976	P21691
853977	P36170
853974	P22035
853975	P36169
853972	P10963
853973	P36026
853970	Q02455
853971	P36168
18226	Q5FWJ9
18226	Q63850
269639	Q69Z99
18220	A0A1C7CYU3
18220	Q02819
18221	O35685
18222	Q9QZS3
18223	O08919
18223	Q3UH86
11876	Q9Z0L2
71458	Q8CGN4
836057	Q9LTJ1
11877	P98203
229584	B9EIG6
229584	D3YUX1
229584	Q0VGT3
229584	Q8BZH4
176608	G5EC44
353144	Q5T5A8
234582	B2RTE5
234582	Q3TMW1
54245	Q63768
2540321	Q9P7L6
229589	Q8BIW1
23483	O95455
39475	Q9VU34
39476	Q9VU35
39470	Q9VU29
822186	F4JBA7
822186	F4JBA8
822186	Q9SDL7
822184	A0A178VAB1
822184	Q9LUA3
822189	A0A178VFT9
822189	P25873
3806,3802	B1N8M6
3802	P43626
3802	Q6H2H2
3802	Q6H2H3
39478	Q9VU37
39479	Q9VU38
39479	Q9VU39
31661	Q9W3S0
31660	A0A023GPJ3
31660	A8JV11
31660	A8JV12
31660	R9PY46
31663	Q9W3R8
31662	Q9W3R9
31662	X2JE07
31665	Q9XTN4
31664	Q540Y4
31664	Q9XYQ2
31667	Q9W3R6
31666	Q9W3R7
31669	M9PHB8
31669	O96676
31669	Q7KVU4
5740323	A8DYR2
5740323	R9PY37
5740320	A0A0B7P9G0
18521	B2M1R7
18521	Q3TT81
18521	Q61990
855556	P53891
147138	A0A024R8N8
147138	B3KXZ8
147138	Q8IU68
34102	Q27896
34107	Q9VLS8
34106	Q9VLS9
183473	O45303
34109	M9MRD9
34109	Q9VLS7
34109	X2JDJ3
326116	A0A0B4KHQ8
326116	A0A0B4KI45
326116	A0A0B4LHR7
326116	A0A0B4LHS3
326116	A0A0B4LHV0
326116	A0A0B4LIS6
326116	A0A0B4LIT4
326116	A0A126GV16
326116	D3DMW4
326116	Q9VB13
326116	Q9VB15
173086	B3KYC2
173086	Q9NLD1
177979	A0A061ACS6
177979	Q22412
177978	P34183
814581	Q31708
177972	Q17757
320365	E9Q8I9
320365	Q8BIX6
34619	Q9VKC7
856470	P38604
856471	Q6Q547
856472	P38713
856473	P38795
856474	P38796
856475	P38797
856476	P38798
856477	P38799
856478	P32361
856479	P89114
133957	Q96BQ5
812409	C0H4A0
812408	Q8I1W8
56735	Q9R0H5
84881	B4DUN4
84881	Q96CM3
84883	Q9BRQ8
84885	Q96GR4
816985	A0A178VTA7
816985	Q9ZQ19
816986	Q9ZQ18
84886	A0A024R3S1
84886	Q9H425
84889	Q8WY07
84888	Q8TCT8
56737	Q9DBE8
4116	P61326
31084	O46308
4114	O15480
4115	O15481
31081	O46102
31081	Q7KW16
4113	O15479
4113	Q53G50
31083	O46307
4111	P43365
2542389	Q9C115
4118	A0A024RE19
4118	P21145
496244	A0A1L8GSL3
496244	Q5M7C4
16170	O54824
832075	A0A178UCN1
832075	P46645
832075	Q1EBW2
201305	Q6ZMD2
17242	P12025
17242	Q2LEK5
838157	Q9LMP8
403728	Q9N1Q3
838151	Q9LMQ2
838150	Q9LMQ3
17240	P70331
269702	A6H5Y1
269702	E9QPF8
269702	V9GX48
838159	A0A1P8AVK4
838159	Q9LMP6
838158	Q9LMP7
852203	P09435
852202	P09436
839286	A0A178WFT2
839286	F4I7A3
839286	F4I7A4
839286	P42744
852200	P38182
852207	Q3E840
852206	P0CX39
852206	P0CX40
852205	P32357
73422	Q8BII1
177356	Q17732
177356	V6CL83
177355	P50305
177352	Q17902
177351	Q18343
177351	V6CJA4
177351	V6CKF6
177351	V6CLT1
177350	H2KZB8
177350	Q95QR2
177350	Q95QR3
177350	V6CJ10
2543031	P78871
100996928	A0A0A6YYJ8
100996928	Q96HJ9
57467	A0A024R2M3
57467	Q5QTR4
57467	Q9HCP6
830173	Q9M063
244373	Q8BFZ9
2543037	Q10237
564651	B0V118
10738	O75679
230775	B1ASC0
230775	Q8CGM1
185146	O62193
825320	Q9SYW8
825321	A0A1I9LQF4
825321	F4JEA6
825326	Q9M315
841422	A0A1P8ANG2
841422	A0A1P8ANG9
841422	A0A1P8ANJ3
841422	Q6JDV7
830576	A0A178UK77
830576	Q9FL59
57469	Q9ULN7
57468	Q9H2X9
32858	Q95078
379711	Q6PCH4
832164	F4K493
218035	Q5KU39
218030	Q8BJI4
218038	A0A0G2JEG8
218038	Q7TQF7
836889	Q9FJX0
641575	Q2YDR5
102157402	Q9Y3D8
836887	Q9FJX2
836886	A0A2H1ZE94
836886	F4K3R8
836886	Q9FJX3
24598	D3ZEW7
24598	F1LQL1
24598	P29476
855466	P53849
855467	P53850
855464	P38717
855465	P53848
855462	P38636
855463	P53847
855460	P50874
855461	P53846
833436	A0A1P8BET1
833436	A0A1P8BET3
833436	Q944B6
19134	Q61136
19134	Q8C5G1
855468	P53851
855469	P36528
2655095	P46468
821519	A0A178V7D0
821519	Q39085
821518	Q9LT27
835102	Q9FK37
824743	A0A178VF73
824743	A0A2H1ZEK8
824743	F4IY33
824743	Q9M047
824742	A0A178VES7
824742	Q5EAH9
824740	A0A178VLH0
824740	P92962
824746	P46283
821513	Q94A52
853150	P50087
853151	P50088
853152	P50089
853153	P50090
853154	P50091
853155	P16861
853157	P53309
853158	P53311
853159	P53312
396189	P62764
396188	F1NC33
396188	Q04619
828635	Q9SB31
42252	Q9VE38
42253	Q8MSQ4
42253	Q9VE37
42250	Q9VE40
42251	Q9VE39
42256	A0A0B4K6N7
42256	Q9VE34
139604	A2A368
2870883	A0A1U8QX78
2870883	Q5B0F7
233876	Q8BLH7
233875	Q8R359
233871	A0A0U1RPL0
233871	Q3TGG2
233871	Q7TQH0
233870	Q8BFR5
55274	Q8WUB8
63035	Q5H9F3
55275	B3KS06
55275	Q5VIR6
20130	P10833
20130	Q3U1N3
19132	G3X981
19132	G5E846
10071	Q9UKN1
41805	Q9VFE6
10073	O95149
10072	Q5JPB8
10072	Q9NY33
10075	A0A024R9W5
10075	Q7Z6Z7
10076	Q92729
10079	B4DR18
10079	O75110
10079	Q2NLD0
10078	Q9Y5U2
320271	Q8C4E7
320271	Q8C8N2
55272	Q9NV31
818966	A0A178VRJ8
818966	B9DGY4
818966	F4IS20
818966	O04421
55273	Q9NV29
836263	A0A178UN88
836263	Q9SPG2
836262	A0A178UPG9
836262	Q9SAU2
176758	Q9NDC9
173509	O76630
176755	D1MN85
176755	O45551
176756	O45552
173505	O76621
176750	O45935
173503	A0A131MAT8
173503	A0A131MAY5
173503	A0A131MBE1
173503	A0A131MCB3
173503	Q65ZG8
16179	B1AUW6
16179	Q540G0
16179	Q62406
16179	Q8BR10
19130	P48437
35104	Q9VJ82
283578	Q6PL24
227334	Q8BWR4
286128	A0A0G2JH32
286128	Q8N8Y5
123920	A0A024R6Y8
123920	H3BUD5
123920	Q96MX0
44289	H5V895
44289	P48462
44289	Q8T0U6
12393	E0CZ12
12393	F8WHN7
12393	Q08775
12393	Q9Z2T9
42876	Q9VCB8
135927	A0A0G2JPS5
135927	Q96L11
42874	Q9VCC0
42875	Q9VCB9
2655149	Q8IBL4
42870	A0A1B2AKB3
42870	Q9VCC3
42871	A0A1Z1CN92
42871	Q9Y1T2
827210	Q7Y175
