yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CECA5	Entry
11163	A0A0C4DGJ4
11163	Q9NZJ9
31933	M9NF03
31933	M9NGX5
31933	Q8IRM1
31933	Q9W2Z6
31933	Q9W2Z7
31933	X2JEN5
2540245	P87318
77706	B5X0E4
77706	Q3UT27
77706	Q9CTU3
31939	P02843
31939	X2JD55
31938	P02844
31938	X2JB25
2539990	Q7LKY2
856799	P34909
853313	P08018
853310	P47015
853311	P07259
853316	P47016
853317	P46959
853315	P35208
856791	P40106
856790	P39525
853318	P47017
856792	P40040
856794	P28240
856797	P40043
856796	P40042
84890	B3KXN9
84890	Q96SZ5
2540243	Q9UUL4
852953	P53239
852952	P38972
852951	P53045
852950	P41901
852957	P53242
852956	P53241
2542262	Q10482
184886	Q9U3I0
184886	X5M5N4
2539124	O59776
852958	P53243
2539121	Q10429
2542269	Q10349
2539123	P07527
2717	P06280
2717	Q53Y83
856243	Q06493
856241	P49573
856240	P40851
856247	P45978
856246	Q06497
856245	Q06494
4678	P49321
4678	Q5T626
4677	O43776
4676	A0A024RCC9
4676	Q99733
856249	Q06504
4674	Q9ULW6
4673	A0A024RBB7
4673	B7Z2V4
4673	F5H4R6
4673	F8W543
4673	P55209
4673	Q9H2B0
4671	Q13075
4670	P52272
4670	Q59ES8
830908	A0A1P8BGJ6
830908	Q0WQN9
830909	A0A178UDW2
830909	F4KGV2
830909	F4KGV5
830909	P48349
5148	A0A0C4DGN0
5148	P18545
7080	P43699
5147	B8ZZK5
5147	O43924
5147	Q6IB24
5144	A0A140VJR0
5144	A0A1B0GW84
5144	Q08499
5145	F1T0K3
5145	P16499
5142	Q07343
5142	Q59GM8
5142	Q68CX5
5142	X5DNX5
5142	X5DR82
7083	K7ES52
7083	P04183
830902	A0A178UBD2
830902	Q9LX93
5141	P27815
120	Q53FL4
120	Q59EK1
120	Q5VU08
120	Q9UEY8
172033	Q9N4V2
172033	Q9N4V3
174254	Q17693
124	P07327
172034	Q9N4M4
172037	Q9N4L8
172036	Q9N4L9
128	P11766
128	Q6IRT1
839887	A0A1P8ANI0
839887	F4I4R0
100037508	A1YTV0
853730	P36069
185681	Q20351
185682	Q20347
100526739	A0A087WT10
100526739	Q8N2Z9
825397	Q9M1Q0
853732	P33401
853733	P12688
838852	A0A178W872
838852	B7ZWR7
140941	A9UK92
140941	Q920M9
215445	Q8CHD8
85415	Q8IUC4
853734	P36070
85417	Q8WWL7
820007	A0A178VDX7
820007	Q9C9Z6
125170	Q96C03
820001	A0A178VB65
820001	Q0WLB5
85413	A0A0K0K1K9
85413	Q86VW1
7224	Q9UL62
837489	F4I116
45826	A0A0B4KGU4
45826	A0A0H4XWW0
45826	Q9VHP0
45827	Q7KM15
45821	A8JNU2
45821	M9PCT8
45821	M9PCU1
45821	M9PFI5
45821	M9PFI8
45821	M9PFS1
45821	M9PFX0
45821	M9PI83
45821	P00522
45821	X2JGR4
837480	A0A178WLE4
837480	Q8VZQ2
825396	Q9M1Q1
837483	A0A178W883
837483	A0A1P8AVD9
837483	P14712
837485	A0A178WDT0
837485	Q6IDL4
837486	A0A178WPH9
837486	Q43291
10343	Q9NTG1
19244	O70274
64102	Q9H2S6
853739	P32332
836680	Q8GXR1
36688	Q7JZM8
36689	A0A0B4LFE2
36689	A0A0B4LFF7
36689	A1Z9Z1
36689	D3DMX8
36689	Q7K0W0
36686	Q4V6L4
36687	Q7K1H5
333050	A0A075EIS2
333050	M0QW59
333050	Q3UVC0
36685	A0A0B4KER0
36685	Q5U156
36685	Q95RL2
836689	Q7Y214
36683	Q7K490
36680	E1JH71
36680	Q7K3B9
36681	Q7JPS2
36681	Q95T29
838850	Q9SK87
2543400	O42873
35985	A1Z7W1
84450	B4DES6
84450	B7Z9P6
84450	Q96ME7
84451	Q5TCX8
84456	Q96JM7
84457	Q96FC7
228071	Q80UK0
16559	A2AM72
16559	Q99PW8
399253	A0A1L8I092
399253	P43690
139067	Q5MJ09
828235	O65415
338917	P58304
139065	Q8IW52
836538	A8MQN2
836537	A0A178US81
836537	Q94C20
176409	P34498
836535	A0A178UA91
836535	P34789
836533	A0A178UAR8
836533	Q43387
33300	Q9VPY0
33301	Q7KU06
37481	C0MJA0
37481	Q05783
33303	Q9VPY3
33304	Q9VPY4
33305	A0A023GRW3
33305	M9NDC4
33305	M9PDX7
33305	Q8IPW6
33306	Q9VPY7
33307	Q9VPY8
33308	M9NCP5
33308	Q9VPY9
84898	Q6UX71
37488	Q9W2C5
5654	Q92743
237943	A2A6A1
8218	P53675
37500	Q9W2B3
810371	Q8IJI3
284338	A6NJB7
283106	Q8NEV1
8214	Q14129
8214	X5D7D2
8216	Q8N653
7652	A8MXY4
42536	B6IDS0
42536	P22711
84899	Q5T4D3
140734	Q78P75
287828	A0A059NZR0
287828	Q6AXU6
399355	Q8QGV2
236219	O70518
173678	Q8MXH8
844317	Q1PFB8
37158	Q6NN18
37153	A1ZBC3
37152	A0A0B4LFW1
37152	A1ZBC4
37152	A8DYI4
37152	A8DYI5
37152	Q4QQA7
37155	A0A0B4LG07
37155	A1ZBC5
37157	A1ZBC7
37157	A1ZBC8
37156	Q8MSY4
822335	A0A1I9LRJ3
822335	Q9LI88
822336	A0A178VKG6
822336	P92942
822337	A0A178VCP7
822337	B3DNP3
318566	A0A0C4DHB8
318566	Q0KHZ4
318566	Q8IMK1
822338	A0A178VKR8
822338	Q9LK34
822339	A0A178VCQ6
822339	Q8VY59
229317	Q8BJW6
318562	Q8IMJ2
54328	Q9NS66
44889	Q9NF31
44889	Q9W523
40509	Q9VNP8
44885	P11584
44885	X2JAU0
44885	X2JE30
40505	Q9VNQ3
40506	M9PG22
40506	P61209
40507	Q8IPS4
40507	Q9VNQ1
202018	B4DJJ3
202018	Q6NXT6
811091	Q8I607
811090	Q8I608
84960	Q5T5S1
84960	Q96IG8
14421	A0A1Z4EAV4
14421	Q09200
14421	Q3UN35
14421	Q8VDF0
822401	A0A178VHJ7
822401	A0A1I9LPZ0
822401	Q9LK95
38086	Q9W0N5
38087	M9PDR6
38087	Q9W0N4
38085	Q9W0N6
38082	Q9W0N9
38083	Q9W0N8
38081	Q9W0P0
813837	Q8IDE5
84317	A0A024QZZ6
84317	B8ZZ99
84317	Q96NT0
38088	Q8IRI7
38088	Q9W0N3
38089	Q9W0N2
819778	A0A178VBA5
819778	A0A1I9LRF4
819778	Q9M7T0
841202	A0A178W9F7
841202	A0A178WB46
841202	F4HV47
841202	Q9FV70
819772	F4J9M5
177748	Q9XWR2
819774	O22042
819775	A0A178VNF6
819775	Q94BY7
113927	P97633
843639	Q9SSL9
2540838	O94525
326625	Q96EY8
831440	A0A178UF06
831440	Q9LFU3
13819	P97481
827863	F4JIM7
827863	Q93Z16
843631	A0A178W862
843631	Q9SSM7
834599	Q9FH40
827860	A0A178UYU0
827860	A0A1P8B561
827860	Q84MA5
843634	A0A178W5G8
843634	Q9SSM4
13813	O54839
843637	A0A178W661
843637	Q8H0W0
830681	Q9SD96
84219	Q96S15
2768965	Q7KTW9
2768964	P82985
2768964	Q9VU27
228775	Q8K4K2
2768968	Q7KTW3
2540833	O60150
839845	A0A178WMK9
839845	Q9C7N3
38338	B7Z043
38338	Q9VZY2
2540832	O60136
838457	A0A1P8AR45
838457	A0A1P8AR61
838457	A0A1P8AR88
838457	F4ICD1
838457	Q7X9I0
838454	A0A178W9W7
838454	Q9M9U3
838455	A0A1P8AS98
838455	A8MRZ5
838455	B3H6Z4
838455	F4ICC6
838455	Q8RXS1
38330	Q9VZZ0
2540831	O14370
38332	Q9VZY7
81550	A0A024QZE0
81550	Q9H7E2
180630	P06125
2540836	O60149
11551	Q3URE6
11550	A2ANQ2
349075	A0A0M3HEQ9
180631	Q11176
201595	Q8TCJ2
11556	P25962
11556	Q3UP63
43080	A0A0B4LHR3
43080	Q9GQN5
830051	A0A178UXI9
830051	A0A178V028
830051	A0A1P8B3D4
830051	C0SVM5
830051	F4JUJ1
43083	Q9VBQ5
43084	Q9VBQ4
43085	Q9VBQ3
43086	Q9VBQ2
43087	A0A0B4K6K8
43087	A0A0B4KGY9
43087	A0A0B4KHV4
43087	Q8IMS8
43087	Q9VBQ1
839636	A0A178W2J6
839636	F4HSX1
839636	P31166
851190	P11433
840052	A0A1P8AP33
840052	Q56WM6
832626	A0A178UIY1
832626	Q93YV6
65138	Q9JMB5
213019	Q8R1G6
103551	Q7TNS8
65134	Q08851
65136	B2RYR8
65136	P62243
65137	P60123
839419	A0A178W204
839419	A0A1P8AS81
839419	Q681L9
839419	Q9ZTW3
153769	Q08AM8
153769	Q8TEC5
839411	A0A178WMG4
839411	A0A1P8AVL6
839411	P92949
60561	Q6NUQ1
60562	Q63635
60563	A0A0G2K5M5
64667	O70593
66194	Q9DCC4
64665	Q9Z1E1
812016	Q8IL16
16881	P37913
16881	Q3TSU8
16881	Q3U4X8
812013	Q8IL19
114818	Q96CT2
148206	A0A087WU35
148206	Q96N38
81553	Q9H0Q0
812019	Q8IL13
173147	G5EBL4
173144	Q9XUM8
9703	Q08E86
9703	Q14667
173143	Q9U354
173141	O18054
311166	Q5PQL4
32177	Q9VYP9
311163	D3ZZZ9
173149	Q9U2Q9
177657	Q9GYS1
177655	Q18282
3346235	A0A023GQ04
3346235	Q59E33
3346235	Q86MQ9
3346237	M9PBN9
3346237	Q59E55
3346239	Q6NLM7
11944	E9QNX7
11944	Q91WH7
97165	P30681
177658	Q17868
177659	H2KYN1
177659	H2KYN2
177659	Q8MQE2
191472	Q09384
162394	B4E128
162394	Q08AF3
107047	Q9EST4
19946	P62889
19946	Q497D7
19946	Q58DZ3
19946	Q5PR15
262	A0A088AWN0
262	B4DZ60
262	P17707
262	Q5VXN5
262	Q6N0B2
842271	A0A1P8AU71
842271	Q9XIF0
267	A0A024R6R5
267	Q9UKV5
842276	Q07099
842275	A0A178WFR7
842275	Q9XIE6
66354	A0A0B4J1E2
66354	Q3TM37
66354	Q9CSN1
66354	Q9CV75
269	Q16671
268	P03971
17248	O35618
17248	Q3UTC9
17246	P23804
831226	A0A178UGU3
831226	Q9FFZ0
831227	A0A178UEI8
831227	Q9FFY9
831224	A0A178U9X9
831224	A0A178UBU5
831224	A0A1P8BA33
831224	Q38847
831225	A0A1P8BAD5
831225	A0A1P8BAE0
831225	Q9FFZ1
9263	Q9UEE5
9262	O94768
9262	Q53QE7
9261	P49137
9260	Q9NR12
9267	B7Z9W0
9267	Q15438
9266	Q99418
9265	O43739
10739	O75678
10736	Q8TBA2
10736	Q9NPC8
10734	D6W5U7
10734	Q9UJ98
10735	Q6AI02
10735	Q6MZM3
10735	Q6MZP3
10735	Q8N3U4
10732	Q86TP4
10732	Q9UL49
10733	O00444
10730	Q96TA2
223770	A7MCW6
223770	E9PZ26
223770	G5E8P1
223770	Q3UE68
223770	Q571F6
176016	Q21994
176016	Q6AHR3
176016	Q95QB6
176016	Q9BI73
176015	P47991
176013	Q21993
176012	Q20128
176012	Q8MNS7
176011	P49197
176010	Q20124
176019	H2L001
176019	Q2L6Y6
176018	Q21997
495105	Q5XGZ8
818554	A0A178VQG8
818554	Q8S8S3
818557	A0A178VU17
818557	Q8VZU1
353274	B7ZKX2
353274	P59923
100337841	G1U9R8
12398	B7ZP57
12398	E9QM80
12398	O54972
12399	Q3U1Q3
12394	G3UWD2
12394	G3X9W7
12394	Q3UM65
12394	Q8BQ09
12395	B1AXH8
12395	B1AXH9
12395	Q3UQX8
12395	Q61909
12395	Q8C066
818559	A0A178VNX4
818559	Q5XET5
818558	A0A178VUM0
818558	A0A178VW63
818558	F4IVZ7
818558	P10896
12391	P51637
824062	A0A178VD16
824062	A8MQA1
824062	B9DGA4
824062	F4IWP7
824062	P41127
333926	Q5JR12
821016	A0A178VIP5
821016	Q8RWC9
821017	F4J573
69162	Q3UPL0
91749	B3KSA1
91749	Q5TF39
34784	Q0E8Q6
34784	Q8SYW8
823849	A0A1I9LMJ9
823849	A0A1I9LMK0
823849	F4JAA5
821018	A0A178VEK3
821018	A0A1I9LR82
821018	Q8GW91
3361305	Q7LL15
828	A0A0X1KG78
828	K7EL21
828	Q8NF12
828	Q96ET4
820767	A0A178VH25
820767	A0A1I9LSW4
820767	Q9LJR3
820761	A0A178VH72
820761	Q9LDZ1
820768	A0A178VCY2
820768	Q9LJR2
11941	F8WHB1
11941	Q3UHH0
11941	Q3UHJ3
11941	Q9R0K7
11941	S4R1C4
211914	D3YX85
211914	E9PX52
211914	Q3UH27
211914	Q7SIG6
827	Q9Y6Q1
609416	J9NUW8
46813	A1ZAL1
829572	A0A178V3B0
829572	F4JKM2
829572	O49482
829571	A0A178UYT6
829571	C0LGS1
829571	Q94C77
811377	Q8I585
45338	A8JUW5
45338	R9PY25
41748	A0A1B2AIW4
41748	Q9VFK3
45339	Q9VPI8
823843	A0A178VCX7
823843	Q9STG2
829064	A0A178V1W4
829064	Q9M0E0
380313	Q7SZC0
380310	Q7ZT01
320538	Q80WC1
829066	Q9M0D8
851178	Q06199
827088	A0A178UV55
827088	O23299
2541869	Q09778
2541867	Q10364
851175	Q06179
2923	P30101
2923	V9HVY3
851177	Q06188
851170	Q06205
851171	P12684
851172	P08638
851173	P11972
100360427	D4A9V4
829062	A0A178UVV8
829062	Q9M0E2
79109	A0A024R863
79109	Q9BPZ7
824685	Q9M3D0
824681	Q8VY27
79101	A0A024R3A9
79101	Q9H5J8
79102	Q9BY78
828197	Q9SYI9
828193	Q8S9I4
13041	P56203
13041	Q8C2M0
13043	Q60598
13043	Q8BNA5
13043	Q921L6
828198	Q9SYJ0
828199	Q9ZQX8
24407	Q63273
54165	B4DM76
54165	C9JVE2
54165	Q96GG9
81792	D6REX0
81792	P58397
395249	Q90WU3
54160	Q9QXK3
395247	Q8UWF3
54169	Q3UH94
54169	Q501M5
54169	Q8BRB7
826680	A0A178UXD8
826680	O81629
826682	Q8LBF7
1763	P51530
826685	A0A1P8B3G6
826685	A0A2H1ZEK3
826685	Q9M131
24401	P13221
175098	A0A0K3AR10
175098	A0A0K3ARK1
175098	A0A0K3ATY3
175098	A0A0K3AUK7
175098	A0A0K3AWW5
175098	B6VQ92
175098	F5GUF5
175098	H2FLJ6
175098	Q6BER5
175099	O45408
175096	O17514
175097	O45406
175094	A0A131MBF9
175094	O62332
175094	O62333
5076	Q02962
175090	Q9XVZ8
40975	C0MKM8
40975	P48987
828221	A0A178V4M8
828221	Q9ZQX4
40977	Q9VHT8
40976	Q9VHT9
40970	A0A0C4DHA4
40970	A0A0C4DHF5
40970	Q0KIA5
40973	P49735
40972	Q24492
828229	O49621
40979	A0A0B4KGG1
40979	Q9VHT6
71978	Q3TT94
71978	Q6P1F6
71978	Q9CWU3
23532	A0A024R1E6
23532	B7Z7K8
23532	B7Z986
23532	B7ZAT0
23532	P78395
42393	Q9VDQ3
23530	A0A024R0C3
23530	E9PCX7
23530	Q13423
23531	Q15546
1160	A0A024RAK5
1160	P17540
1161	A0A0S2Z3L1
1161	B3KPW7
1161	B4DGZ9
1161	Q13216
23534	A0A024R794
23534	B3KMX1
23534	E9PFH4
23534	Q9Y5L0
1163	P61024
1163	Q5T178
66513	Q8CF89
66511	B7ZMS6
66511	E9PW20
66511	Q9CY57
23539	O95907
188246	A0A061AJC4
188246	O18065
66515	A9C491
66515	Q8VE73
66514	Q8C0M9
42390	Q9VDQ6
24408	P35439
24408	Q62648
497778	P70583
59028	Q9JJT0
2540408	P87152
2540409	P78920
59021	P53994
59021	Q0PD65
59020	A0A0R4J1V0
59020	Q9JIL4
2540404	O74356
3642249	A0A1D8PKQ6
59025	E9PYI8
59025	Q9JMA1
59024	A2AGH6
59024	Q2NLB9
2540400	Q9USV4
59026	A2AFQ0
59026	Q3TNP1
59026	Q4JG03
59026	Q7TMY8
178116	Q20183
178117	G5EGK8
178113	N1NV25
178113	P41932
819845	A0A178V742
819845	Q9C522
820583	A0A178V9U3
820583	A0A1I9LL75
820583	A0A1I9LL76
820583	A0A1I9LL77
820583	A0A1I9LL78
820583	F4JEI2
820583	Q94F12
446236	A0A1L8GDS4
446236	Q4QR29
815898	A0A1P8AX46
815898	F4IFG1
815898	F4IFG2
815898	Q8LFT2
474	Q92858
5253	O75151
19326	P46638
19326	Q78ZJ8
28978	Q9Y6G1
539141	Q3T0Y5
27198	Q9BXC0
8553	O14503
8553	Q6IB83
8550	Q8IW41
12805	P12960
8556	A0A0U1RQX7
8556	B4DY86
8556	Q59EF4
8556	Q9UNH5
8557	A2TDC0
8557	O15273
8554	O75925
8554	Q1XBU8
8555	O60729
27190	Q9UHF5
5256	P46019
8558	B7Z537
8558	Q15131
8559	Q99633
3643929	Q59XY9
1716	D6W5I0
1716	E5KSL5
1716	E5KSL6
1716	Q16854
3641795	Q5A431
257644	Q8VIL3
4325962	Q3HRP2
545156	A2CG49
545156	D3Z4R2
14479	Q3TSV9
14479	Q8R5H1
5255	P46020
257648	E1AW38
257648	O89089
818260	A0A178VXF8
818260	Q9SJL8
831492	Q9FFF2
50428	Q9VM46
174328	Q21088
174326	Q21080
35762	Q7K2X8
174323	A5JYR4
174323	Q8I4G9
174323	Q8I4H0
174323	Q9U3A6
174322	B5BM23
174322	B5BM24
174322	Q21531
174322	Q7JMF0
174321	Q21529
35767	P40808
32238	Q9VYI8
55619	Q96BY6
32233	Q9I7S6
32233	Q9VYJ0
55617	Q9H6P5
55614	A0A140VK74
55614	A0A1B0GTU3
55614	Q96L93
55615	A0A024R4U5
55615	A8K699
55615	P85299
55612	Q49AC8
55612	Q54A15
55612	Q9BQL6
55613	Q96EF0
55610	Q96JG6
55611	B3KUV5
55611	Q96FW1
52864	Q6P1D7
22668	D3YZC9
22668	D3YZD0
22668	E9Q4Q2
22668	Q3TZI3
22668	Q3UI45
816276	Q3EBY8
816274	F4INL2
816274	Q84J71
22666	Q08376
22666	Q544H8
22661	Q3UJ69
22661	Q548L0
22661	Q61624
3726	P17275
3726	Q5U079
816270	Q9SHP0
189117	O17526
24506	P01323
854343	Q12340
26579	A0A024R5F1
26579	A8K256
26579	F5H0B3
26579	Q96EZ4
26578	Q92882
26575	Q9UGC6
26574	Q9NY61
26577	Q9UKZ9
26576	Q9UPE1
2539549	O74885
26572	O88543
26572	Q3UQL2
329977	A6PWD2
2539548	P36585
175196	O17234
175196	Q8IA74
162427	K7EQI9
162427	Q86VR2
65277	Q9JI51
127700	Q8WVF1
127703	Q8TAB5
65274	P17955
313845	D4A3T0
843138	A0A178WG97
843138	A0A1P8ATB0
843138	Q9M647
2539564	O94241
821187	F4IYI1
821187	Q8LFJ8
35786	Q7JVF1
2539540	O74958
172103	Q17328
35787	A0A0C4DHH3
35787	Q7JUY8
832088	A0A178UK18
832088	Q84WJ9
35784	Q7K0D8
209456	E9QJU8
209456	Q8CG79
4938	F8VXY3
4938	P00973
35785	A0A0B4LEV8
35785	A1Z7A8
832086	A0A178UNR0
832086	A0A1P8BD04
832086	Q0WUG6
2542055	Q92348
832085	Q3E9B4
843716	A0A178WFY4
843716	Q9C9T2
414664	Q6NUD0
3772	Q99712
854319	Q02521
854318	Q12171
3777	O14649
856641	P39977
3775	A0A024R3T2
3775	O00180
162963	Q8N9Z0
854313	Q92393
854312	P0CX59
854312	P0CX60
3779	Q16558
854310	P53598
854317	Q99216
854315	Q12050
854314	P35202
812851	Q8I413
2541125	Q9UUB1
2542714	Q09669
162966	Q6ZNG1
2542716	O13981
2542710	Q9P3E3
2542712	Q9UTA3
2542713	O14033
57614	Q96ES0
57614	Q9P260
57616	Q63HK5
57617	A0A024R9R3
57617	Q9P253
57610	B3KP49
57610	Q6VN20
57610	R4GMX8
57611	Q6UXK2
57613	A2RU67
57619	B3KY47
57619	Q8TF72
381549	A2A761
381549	Q6NZQ1
856649	P09232
2539561	O74889
297383	Q6V7V2
52538	Q8BWT1
35789	Q7K084
40217	B7Z0G7
40217	M9PFR5
40217	Q9VW97
100862455	P62830
3885829	C6KTF7
2541128	O94515
2541129	Q9C1W4
284098	Q7Z7B1
80832	Q9BPW4
36448	Q6NR46
817638	A0A178VTA4
817638	F4IPT2
817638	Q8VYJ6
113174	G1UCX3
113174	Q96ER3
112487	Q96FN9
36440	A1Z987
36440	B3DN53
817630	O49344
330914	Q811P8
36444	A0A0B4LF88
36444	A0A0B4LGC0
36444	Q9V6K1
3885874	C6KT74
817637	A0A178VU78
817637	P42761
36447	A1Z991
810942	Q8IHY0
21926	A0A0R4J210
21926	P06804
21926	Q3U593
21925	P20801
11123	A0A024RAH2
11123	Q9UKA8
2542051	O13912
810944	Q8IHX8
810948	Q8IHX4
2543219	Q10257
828409	F4JMS5
828409	P46309
21929	Q3TBB9
21929	Q60769
21929	Q7TQD1
403042	Q6U6Z9
343263	A2RUH7
201725	Q504U0
56931	B2RDV7
56931	Q96G46
840158	A0A178W7C3
840158	Q39204
432358	A0A140TAF2
432358	B0BMT8
57169	Q9P2E3
387103	A0A0A0MRK5
387103	Q5EE01
54304	A0A0G2K747
685867	A0A0G2K6J5
685867	B2GV99
387104	A5PLQ8
387104	Q5TF21
835363	Q9FLX5
825660	Q9SY38
855192	Q3E843
850345	P25558
855190	Q03799
850347	P25554
855196	P48353
850342	P04173
850343	P25374
380459	Q7ZWZ7
6804	Q16623
6804	Q75ME0
850348	P25605
850349	P25604
2540879	O59748
6801	O43815
9744	Q15027
853920	P36139
853923	P36141
853922	P25293
853925	P36142
853924	P28584
853927	P23501
9743	A7KAX9
9743	Q86T64
853929	Q00246
853928	P36022
841244	A0A178WLK0
841244	A0A1P8AX23
841244	Q541Y4
841244	Q9LNH6
9748	Q9H2G2
32837	Q9VWT5
841241	A0A178WAS5
841241	A0A1P8APV1
841241	F4HWU0
39881	Q9VVA7
810362	Q8IJJ2
24150	Q9ULZ0
32831	A8JUP7
841784	A0A1P8AS84
841784	F4HRI2
24159	G3V888
24159	G3V9G4
24159	P16638
71240	A2A716
71240	F8VQM4
71240	Q3TAX1
103214406	A0A0D9RYS3
33678	Q8SZK9
37319	Q7K5J8
19153	E9QQ57
19153	O55103
735161	A0A1L8EMZ3
735161	Q498G4
33670	Q9VR19
33671	Q9VR20
33672	Q9VR21
32832	Q9VWU1
37317	A0A0B4K7J7
37317	Q4QPX2
37316	A1ZBV0
37315	A1ZBU9
33677	Q86BN2
33677	Q9VR26
94202	A0A0G2JYG7
94202	G3V6L5
94202	O08617
94202	Q5FWV8
822136	A0A178VBY1
822136	Q9SE97
822137	F4J910
841785	A0A178W591
841785	Q9LPG6
822138	A0A178V891
822138	F4J912
822138	Q8LBI1
822139	A0A178VK60
822139	A0A1I9LPQ6
822139	Q9LSV0
360471	Q4VSI4
339184	Q6NUI1
17973	Q8BH99
17973	Q99M51
735167	Q3KQ90
52530	Q9CRB2
68350	Q8VCM5
189961	H2KZZ8
189961	Q9N4W8
70892	A0A0G2LB90
70892	A4Q9F0
70892	E9Q6C6
811707	Q8ILW7
186300	Q20805
811705	A0A144A3N9
811705	Q8ILW9
811704	Q8ILX0
811701	Q8ILX3
100127327	A0A1L8HGL2
22989	Q9Y2K3
811709	Q8ILW5
851435	P25037
851434	Q07549
856421	P23968
851436	Q07541
856427	P38767
851430	P25693
851433	Q07551
851432	Q04344
42519	Q9VDC8
817662	A0A178VS01
817662	Q8S8N1
856429	P38768
856428	P38690
851439	Q07534
224656	Q8BMU0
2542214	O14076
553266	C3PTE8
553266	Q5XJ55
283431	A0A024RBF4
283431	B3KTH9
283431	G3V1N3
283431	Q86XJ1
42518	Q9VDC9
834940	A0A178UGC0
834940	F4K388
834940	Q9FKB5
114880	Q9BZF3
825446	A0A178VEJ0
825446	Q9LZJ3
55754	Q9NV96
287379	Q6TXG7
825483	Q9LYB4
31977	Q9W2U6
825481	Q93ZT5
825487	Q8LB60
825484	Q9LYB3
825489	Q9LYA9
825488	Q9LE82
3642234	Q5A312
825441	Q9LZJ8
834948	Q93WF1
29629	A0A0G2JU28
29629	G3V6W1
29629	P19493
29629	Q566D4
34152	Q7K3Z8
34153	Q9VLN1
34155	Q9VLM9
183403	Q18577
34158	Q9VLM6
35203	Q9VIY5
338324	Q86SG5
172789	Q93348
35200	M9MRW6
35200	Q24118
35207	M9PG69
35207	Q9V422
35206	Q9VIY1
35206	X2J6Y3
35205	Q9VIY3
338322	Q86W26
172783	G5EC16
172783	G5EFQ8
4185	B4DKD2
4185	O75078
172784	G5ECC0
23275	Q9Y2G5
23275	S6FW71
23274	Q2KHT3
23277	O75153
23276	A0A024R2T4
23276	B4DHW4
23276	O94889
2538878	Q9USP4
23270	Q9UJ04
10481	Q4KR72
10481	Q92826
2538874	O74545
2538875	O14064
2538876	Q9USJ2
2538877	P78811
23279	Q12769
2538871	O94713
2538872	O94245
2538873	Q9Y7R9
36410	Q7JYV3
181807	Q09201
181800	Q17400
181801	Q17401
813701	Q8IET5
3772265	P02283
177497	P34685
57393	Q9HBJ8
177493	Q18573
10487	D3DPU2
10487	Q01518
837904	A0A178W4Q5
837904	F4HQT1
837904	Q9FX54
43867	M9PIP2
43867	Q9XZS8
43864	M9PIM0
43864	O61231
43862	A1ZBW0
43862	A1ZBW1
43862	A1ZBW3
43862	A1ZBW4
43862	E1JGN7
820706	Q8GW77
128866	Q9H444
128869	Q9H490
828515	A0A1P8B7V6
828515	A0A1P8B7W1
828515	Q9SU44
434234	D3Z3J7
434234	Q7TSF9
6780	B3KRE0
6780	O95793
6780	Q59F99
6780	Q6PJX3
6783	P49888
6783	Q53X91
6782	A0A140VK72
6782	P48723
6785	Q9GZR5
837903	Q9FX55
6787	P51957
6787	Q05DF6
6786	G0XQ39
6786	Q13586
6789	Q13043
6788	A0A087WZ06
6788	Q13188
838061	A0A178WI56
838061	Q93WB5
855439	P53833
855438	P53832
27175	A0A1B4Z394
27175	Q9NRH3
839252	A0A178W782
839252	A0A178W929
839252	A0A1P8ASQ9
839252	A0A1P8ASW1
839252	F4HU58
899	P41002
899	Q59HD0
855430	P53830
855433	Q12112
855434	Q12391
839259	A0A178WIX4
839259	A8MQD9
839259	Q94K30
855436	P36520
853102	P53301
853100	P41695
853107	P16451
853106	P00359
853104	P06775
853109	P46948
853108	P42826
10667	O95363
55830	A0A024R313
55830	Q68CQ7
55830	Q7Z4D0
32781	Q9VWZ8
832846	A0A1P8BC75
832846	O82734
51602	Q9Y2X3
51605	Q9UJA5
34193	M9NCS8
34193	P33438
51604	B7Z1N3
51604	Q969N2
32785	Q9VWZ3
4337736	B3GM02
4337736	Q75L42
27179	Q9UHA7
225348	Q3TA68
225348	Q3TAQ9
225348	Q8BHI6
839330	Q94AB8
23232	O60347
246618	Q4V6Y6
396280	P61355
173552	O76642
44870	A0A0B4LGW1
44870	Q9V877
219333	O75317
173558	O44821
401647	Q2TAP0
401647	Q6ZUQ1
821824	A0A178VF21
821824	Q8VY73
852856	P53189
852857	P53008
2539080	O74843
2539081	O94709
852852	P04449
852850	P53187
852851	P32781
2539088	O74544
839337	A0A178W672
839337	A0A178W835
839337	A0A1P8AM82
839337	A0A1P8AMB7
839337	A0A1P8AMC4
839337	Q6R0H0
387755	Q1MX18
208092	B1AZ39
208092	P0C0A3
852858	P00931
856167	P41808
856165	P11632
856162	Q12527
856163	Q03503
856160	P08425
856161	Q12181
48532	A0A0B4LFR7
48532	P11612
856168	P32855
856169	Q12004
42807	B5RJ36
42807	Q86BN8
42806	Q9V415
42805	Q9V3V6
42804	A0A0B4KGQ0
42804	Q9VCI7
820219	Q4V3C8
42802	Q7KMP8
42801	Q9VCI9
820217	A0A178V8H0
820217	Q9LPP4
827240	A0A178UYN3
827240	Q8L8Z1
827247	A0A178V2T2
827247	O23421
827246	O23420
42809	Q9VCI4
42808	Q9VCI5
854450	P12962
854452	P06174
854453	Q12192
854454	Q99369
854456	Q12017
854457	Q12040
854458	Q12134
