Entry,Entry name,,Protein families,Cross-reference (Pfam),Cross-reference (PIRSF),Organism,Organism ID
P87307,MUG37_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13815,MUG52_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13712,MUG61_SCHPO,reviewed,,PF12949;PF09402;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P87299,MUG74_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94418,MUG87_SCHPO,reviewed,Nucleoporin interacting component (NIC) family,PF04097;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9Y800,MUG97_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O43080,NAA38_SCHPO,reviewed,,PF01423;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q92371,NACB_SCHPO,reviewed,NAC-beta family,PF01849;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14120,MVP1_SCHPO,reviewed,Sorting nexin family,PF00787;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14157,MYO3_SCHPO,reviewed,"TRAFAC class myosin-kinesin ATPase superfamily, Myosin family",PF00063;PF02736;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74311,NAA30_SCHPO,reviewed,"Acetyltransferase family, MAK3 subfamily",PF00583;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P87320,MSP1_SCHPO,reviewed,"TRAFAC class dynamin-like GTPase superfamily, Dynamin/Fzo/YdjA family",PF01031;PF00350;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P0CY14,MTMI3_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9HE08,MTNB_SCHPO,reviewed,"Aldolase class II family, MtnB subfamily",PF00596;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9HE00,MTX1_SCHPO,reviewed,Metaxin family,PF17171;PF10568;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13894,MU103_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10180,MU113_SCHPO,reviewed,,PF10544;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O36020,MU126_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O43061,MU136_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10069,MU151_SCHPO,reviewed,,PF07818;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74779,MU164_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9C110,MU177_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P87054,MUG15_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9USP4,MUG1_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UT83,MUG28_SCHPO,reviewed,,PF00076;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74472,MUG33_SCHPO,reviewed,,PF06687;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10310,MUG68_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13965,MUG70_SCHPO,reviewed,,PF00571;PF00564;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q92349,MUG79_SCHPO,reviewed,,PF00169;PF01369;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q96WW2,MUG93_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
G2TRP8,MZM1_SCHPO,reviewed,"Complex I LYR family, MZM1 subfamily",,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7R3,MTR3_SCHPO,reviewed,RNase PH family,PF01138;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74872,MU111_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UT31,MU130_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P87133,MU143_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P87236,MU154_SCHPO,reviewed,,PF10332;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94428,MU168_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10159,MYH1_SCHPO,reviewed,Nth/MutY family,PF10576;PF00633;PF00730;PF14815;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13921,MSH1_SCHPO,reviewed,DNA mismatch repair MutS family,PF01624;PF05188;PF05192;PF00488;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UUH4,MSMO_SCHPO,reviewed,Sterol desaturase family,PF04116;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTE7,MSS1_SCHPO,reviewed,"TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily, TrmE GTPase family",PF01926;PF12631;PF10396;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O60185,MTNA_SCHPO,reviewed,"EIF-2B alpha/beta/delta subunits family, MtnA subfamily",PF01008;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UT94,MTQ2_SCHPO,reviewed,Eukaryotic/archaeal PrmC-related family,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14202,MU116_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74461,MU123_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O42654,MU134_SCHPO,reviewed,UPF0300 family,PF08594;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74848,MU146_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09888,MU160_SCHPO,reviewed,,PF09759;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P26359,MSH3_SCHPO,reviewed,"DNA mismatch repair MutS family, MSH3 subfamily",PF01624;PF05188;PF05192;PF05190;PF00488;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O43057,MSS4_SCHPO,reviewed,DSS4/MSS4 family,PF04421;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10262,MU115_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UUD4,MU124_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10240,MU133_SCHPO,reviewed,UPF0300 family,PF08594;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P87119,MU145_SCHPO,reviewed,,PF13639;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTP5,MU162_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74434,MU174_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q92348,MU183_SCHPO,reviewed,RTT106 family,PF08512;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P87311,MUB1_SCHPO,reviewed,MUB1/samB family,PF01753;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P5M9,MUG14_SCHPO,reviewed,,PF00596;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13674,MUG24_SCHPO,reviewed,,PF00076;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94275,MUG30_SCHPO,reviewed,,PF00632;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94339,MUG96_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94477,MYO52_SCHPO,reviewed,"TRAFAC class myosin-kinesin ATPase superfamily, Myosin family",PF01843;PF00612;PF00063;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94442,NBP35_SCHPO,reviewed,"Mrp/NBP35 ATP-binding proteins family, NUBP1/NBP35 subfamily",PF10609;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9Y7Z8,MYO1_SCHPO,reviewed,"TRAFAC class myosin-kinesin ATPase superfamily, Myosin family",PF00063;PF06017;PF00018;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9USI6,MYO2_SCHPO,reviewed,"TRAFAC class myosin-kinesin ATPase superfamily, Myosin family",PF00063;PF02736;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74805,MYO51_SCHPO,reviewed,"TRAFAC class myosin-kinesin ATPase superfamily, Myosin family",PF01843;PF00612;PF00063;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14360,NAF1_SCHPO,reviewed,NAF1 family,PF04410;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09711,NCS1_SCHPO,reviewed,Recoverin family,PF00036;PF13499;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10198,NDC80_SCHPO,reviewed,NDC80/HEC1 family,PF03801;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UU84,MU170_SCHPO,reviewed,Arrestin family,PF02752;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14213,MU185_SCHPO,reviewed,,PF00226;PF12171;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7N0,MUG11_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9HGN4,MUG20_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9US56,MUG31_SCHPO,reviewed,,PF08058;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94254,MUG45_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74359,MUG60_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94611,MUG65_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14193,MUG69_SCHPO,reviewed,TMEM208 family,PF05620;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14336,MUG80_SCHPO,reviewed,,PF08613;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10326,MUG8_SCHPO,reviewed,,PF08101;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9USH6,NAA40_SCHPO,reviewed,"Acetyltransferase family, NAA40 subfamily",PF00583;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13713,NAB2_SCHPO,reviewed,NAB2 family,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09907,NTH_SCHPO,reviewed,Nth/MutY family,PF00633;PF00730;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09904,NU124_SCHPO,reviewed,,PF08604;PF10599;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9C0W1,NRK1_SCHPO,reviewed,"Uridine kinase family, NRK subfamily",,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O42963,NUP44_SCHPO,reviewed,,PF13874;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P382,NUP82_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13725,NNRE_SCHPO,reviewed,NnrE/AIBP family,PF03853;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P780,NPL4_SCHPO,reviewed,NPL4 family,PF05021;PF11543;PF05020;,PIRSF010052;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09702,NRD1_SCHPO,reviewed,,PF00076;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10331,NU107_SCHPO,reviewed,Nucleoporin Nup84/Nup107 family,PF04121;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTH0,NU132_SCHPO,reviewed,Nucleoporin Nup133 family,PF03177;PF08801;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q6BDR8,NSE4_SCHPO,reviewed,NSE4 family,PF15412;PF08743;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09863,NST1_SCHPO,reviewed,NST1 family,PF13945;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13824,NMD2_SCHPO,reviewed,,PF02854;PF04050;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94659,NOG1_SCHPO,reviewed,"TRAFAC class OBG-HflX-like GTPase superfamily, OBG GTPase family, NOG subfamily",PF06858;PF08155;,PIRSF038919;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O42857,NPR2_SCHPO,reviewed,NPR2 family,PF06218;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q53EK2,NSE1_SCHPO,reviewed,NSE1 family,PF07574;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94668,NSE5_SCHPO,reviewed,,PF08691;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q7LL22,NSK1_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74879,NOL10_SCHPO,reviewed,WD repeat NOL10/ENP2 family,PF08159;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9HGM7,NPRL3_SCHPO,reviewed,NPR3 family,PF03666;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13688,NSE6_SCHPO,reviewed,,PF08691;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10168,NSP1_SCHPO,reviewed,Nucleoporin NSP1/NUP62 family,PF05064;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14009,NSRP1_SCHPO,reviewed,NSRP1 family,PF09745;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09847,NU146_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7M8,NU184_SCHPO,reviewed,,PF10487;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74424,NU211_SCHPO,reviewed,,PF07926;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9USJ4,NTE1_SCHPO,reviewed,NTE family,PF00027;PF01734;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74500,NUP60_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O43010,NMT_SCHPO,reviewed,NMT family,PF01233;PF02799;,PIRSF015892;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09858,NNF1_SCHPO,reviewed,,PF03980;,PIRSF027153;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q92347,NOP9_SCHPO,reviewed,NOP9 family,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTK3,NPT1_SCHPO,reviewed,NAPRTase family,PF04095;,PIRSF000484;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O42913,NRM1_SCHPO,reviewed,WHI5/NRM1 family,PF08528;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTK0,NOB1_SCHPO,reviewed,NOB1 family,PF08772;PF17146;,PIRSF037125;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94268,NOP2_SCHPO,reviewed,"Class I-like SAM-binding methyltransferase superfamily, RsmB/NOP family",PF01189;PF17125;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O60166,NUDC_SCHPO,reviewed,NudC family,PF04969;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13838,NUP40_SCHPO,reviewed,,PF05172;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09793,NUP45_SCHPO,reviewed,,PF13634;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09171,ODPB_SCHPO,reviewed,,PF02779;PF02780;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O60160,OMH1_SCHPO,reviewed,Glycosyltransferase 15 family,PF01793;,PIRSF018153;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O59866,OSTB_SCHPO,reviewed,DDOST 48 kDa subunit family,PF03345;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q4PIR3,NSE2_SCHPO,reviewed,NSE2 family,PF11789;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13748,NTM1_SCHPO,reviewed,"Methyltransferase superfamily, NTM1 family",PF05891;,PIRSF016958;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UUE5,NUP85_SCHPO,reviewed,Nucleoporin Nup85 family,PF07575;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7G4,OMA1_SCHPO,reviewed,Peptidase M48 family,PF01435;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13310,ORB6_SCHPO,reviewed,"Protein kinase superfamily, Ser/Thr protein kinase family",PF00069;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9USL4,NUP61_SCHPO,reviewed,,PF08911;PF00638;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74493,NUP_SCHPO,reviewed,NUP family,PF06516;,PIRSF013171;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P0CAN8,NXT1_SCHPO,reviewed,,PF02136;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P7L5,OAT_SCHPO,reviewed,Class-III pyridoxal-phosphate-dependent aminotransferase family,PF00202;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P3T7,ODC_SCHPO,reviewed,Mitochondrial carrier (TC 2.A.29) family,PF00153;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P54789,ORC1_SCHPO,reviewed,ORC1 family,PF00004;PF01426;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10067,ORC3_SCHPO,reviewed,ORC3 family,PF07034;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9Y794,ORC4_SCHPO,reviewed,ORC4 family,PF02178;PF14629;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94626,ORN_SCHPO,reviewed,Oligoribonuclease family,PF00929;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTC8,OS9_SCHPO,reviewed,OS-9 family,PF07915;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14238,OST2_SCHPO,reviewed,DAD/OST2 family,PF02109;,PIRSF005588;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74759,NTO1_SCHPO,reviewed,,PF10513;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10173,NUF2_SCHPO,reviewed,NUF2 family,PF03800;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94565,OMH4_SCHPO,reviewed,Glycosyltransferase 15 family,PF01793;,PIRSF018153;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O60175,OPI10_SCHPO,reviewed,OPI10 family,PF05603;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10100,NTF2_SCHPO,reviewed,,PF02136;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTN1,OAC1_SCHPO,reviewed,Mitochondrial carrier (TC 2.A.29) family,PF00153;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94512,OBP1_SCHPO,reviewed,OSBP family,PF01237;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O60110,OCA3_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTR6,OCH1_SCHPO,reviewed,Glycosyltransferase 32 family,PF04488;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94681,ODO2_SCHPO,reviewed,2-oxoacid dehydrogenase family,PF00198;PF00364;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94698,NSA1_SCHPO,reviewed,NSA1 family,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O60178,NTA1_SCHPO,reviewed,Carbon-nitrogen hydrolase superfamily,PF00795;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O43044,NU120_SCHPO,reviewed,,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P797,NU131_SCHPO,reviewed,Nucleoporin Nup133 family,PF03177;PF08801;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P78847,NU186_SCHPO,reviewed,,PF11894;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9UTK4,NU189_SCHPO,reviewed,Nucleoporin GLFG family,PF04096;PF13634;PF12110;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O59763,OCA2_SCHPO,reviewed,"Protein kinase superfamily, Ser/Thr protein kinase family",PF00069;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13998,OLA1_SCHPO,reviewed,"TRAFAC class OBG-HflX-like GTPase superfamily, OBG GTPase family, YchF/OLA1 subfamily",PF01926;PF06071;,PIRSF006641;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9P4X2,OMH6_SCHPO,reviewed,Glycosyltransferase 15 family,PF01793;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09142,ORC2_SCHPO,reviewed,ORC2 family,PF04084;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O43114,ORC5_SCHPO,reviewed,ORC5 family,PF14630;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74796,ORC6_SCHPO,reviewed,ORC6 family,PF05460;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O13755,OSM1_SCHPO,reviewed,"FAD-dependent oxidoreductase 2 family, FRD/SDH subfamily",PF00890;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
G2TRU0,OST5_SCHPO,reviewed,OST5 family,,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q09670,OYEA_SCHPO,reviewed,NADH:flavin oxidoreductase/NADH oxidase family,PF00724;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q9USQ5,OAZ_SCHPO,reviewed,ODC antizyme family,PF02100;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q96WW1,OMH5_SCHPO,reviewed,Glycosyltransferase 15 family,PF01793;,PIRSF018153;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q96VG2,OST4_SCHPO,reviewed,OST4 family,PF10215;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94467,OYEC_SCHPO,reviewed,NADH:flavin oxidoreductase/NADH oxidase family,PF00724;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q11120,OFD1_SCHPO,reviewed,TPA1 family,PF10637;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O14327,PAB2_SCHPO,reviewed,,PF00076;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P31209,PABP_SCHPO,reviewed,Polyadenylate-binding protein type-1 family,PF00658;PF00076;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94539,PAM17_SCHPO,reviewed,PAM17 family,PF08566;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O74378,ODO1_SCHPO,reviewed,Alpha-ketoglutarate dehydrogenase family,PF16078;PF00676;PF16870;PF02779;,PIRSF000157;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10489,ODPA_SCHPO,reviewed,,PF00676;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O42944,OMH2_SCHPO,reviewed,Glycosyltransferase 15 family,PF01793;,PIRSF018153;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
Q10176,OST1_SCHPO,reviewed,OST1 family,PF04597;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O43092,OXA12_SCHPO,reviewed,OXA1/ALB3/YidC family,PF02096;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
O94297,OXSM_SCHPO,reviewed,Beta-ketoacyl-ACP synthases family,PF00109;PF02801;,PIRSF000447;,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
P30821,P25_SCHPO,reviewed,WrbA family,PF03358;,,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),284812
